9277877
/m/0282s01
/m/0282s01
Bernard Cornwell
obtain 2
obvious 1
occasional 2
occasionally 1
of 56
off 8
offer 1
offered 1
offers 1
office 2
officer 1
often 1
old 3
on 12
once 2
one 11
only 3
onto 2
opened 1
openly 1
or 5
ordered 3
ordering 1
other 4
out 6
outside 1
over 2
overheard 1
overwhelming 1
owed 1
own 2
painter 1
painting 1
palette 1
pardon 2
parlor 1
partners 1
pass 1
pauline 1
people 1
performer 1
performing 1
person 1
personal 1
petition 1
petitions 1
petty 1
phillips 2
phillipss 1
physically 1
pickpockets 1
pistol 1
pistols 1
pixie 1
player 1
playing 1
pleydell 1
pocketknife 1
points 1
police 2
political 1
portrait 5
posing 1
position 1
posted 1
premises 1
prepares 1
preparing 1
presence 1
present 1
pressed 1
prison 2
private 1
privately 1
prize 2
probably 2
prologue 2
promises 1
proof 2
prostitute 1
public 2
punishable 1
put 1
puts 1
putting 1
queen 2
question 2
questions 2
quickly 3
radical 1
raising 2
rakes 1
rape 1
raped 2
raping 1
rather 1
reach 1
reads 1
real 1
realized 1
recently 1
recommended 1
recreation 1
refuses 3
regards 1
regiment 3
regular 1
rejected 1
reluctantly 1
reminds 1
repulsed 1
respects 1
return 2
returning 1
reverend 1
rich 3
rider 3
rides 1
rifle 1
robber 1
robbery 1
robin 5
room 1
rowdy 1
ruin 1
rushes 1
sally 10
sallys 1
sam 2
same 4
sandman 60
sandmans 8
save 1
saw 2
saying 1
says 5
scaffold 1
scathing 2
school 1
screams 1
sculpture 1
seamstresses 1
seats 2
secretary 3
section 1
seduced 1
see 1
seem 1
seems 1
seizes 1
sent 3
sentenced 2
seraphim 6
seraphims 1
sergeant 1
serious 1
servant 1
servants 4
served 1
seven 1
shame 1
shameless 1
shares 2
she 21
shes 1
shortly 1
should 1
show 2
sickened 1
side 1
sidmouth 5
simple 1
since 1
sir 10
sister 1
sitting 2
six 1
skavadale 12
skavadales 3
sleep 1
slept 1
sneak 1
sniper 2
so 1
soldier 2
someone 1
son 3
sour 1
source 2
spain 1
spanish 1
speak 1
spectacle 1
speculator 1
speed 1
spent 1
spiteful 1
stabbed 2
stage 1
stammer 1
star 1
starts 1
stepmother 2
still 4
stingers 1
stop 1
strange 1
strip 1
studio 4
style 1
suggesting 1
suicide 2
summoning 1
supplementing 1
supporting 1
supports 1
sure 1
surly 1
swears 1
system 1
take 1
taken 3
talent 1
talk 2
talking 1
task 1
taste 1
tavern 2
tears 1
tell 1
telling 2
tells 6
tempted 1
terms 1
terror 1
than 2
that 38
the 148
theater 2
them 8
then 4
theory 3
there 3
thereafter 1
they 8
thing 2
think 1
thinking 1
though 3
threat 1
three 2
through 1
thugs 1
time 2
to 75
torn 1
tradition 1
transportation 1
trap 1
travel 2
treat 1
trial 1
trio 1
trophy 1
try 1
turned 1
two 4
uncooperative 1
unfaithful 1
unfolds 1
unfortunately 1
unprepossessing 1
up 3
usual 1
usually 1
various 1
vast 2
veteran 1
views 1
visit 1
visitor 1
visits 3
waiting 2
want 1
wanted 1
warmly 1
warn 1
was 23
wasnt 1
wasps 2
waterloo 2
way 2
wealthiest 1
wealthy 1
week 2
were 2
what 2
wheatsheaf 6
when 11
where 4
which 5
while 5
who 12
whole 1
why 2
wife 3
will 5
wiltshire 1
wins 1
with 14
woman 2
work 1
working 1
would 3
writes 1
wrong 1
years 1
yelling 1
young 3
