7319547
/m/025z0_w
/m/025z0_w
Mercedes Lackey
mirror 2
missing 1
mistake 1
more 5
morning 1
most 2
mourn 1
move 2
moving 1
must 3
named 2
near 2
needed 1
never 2
new 3
news 1
next 3
no 3
not 16
nothing 3
notices 2
notifies 1
now 7
nurse 1
of 42
off 7
oldest 1
on 6
once 4
ondoladeshiron 1
one 16
ones 2
only 4
opposite 1
or 3
orders 1
other 8
others 2
out 11
outlaw 2
outside 3
outward 1
over 2
part 2
party 1
passage 1
passed 2
past 3
pay 2
people 6
perhaps 1
permission 2
person 1
personal 1
petariel 1
petition 1
place 3
places 1
plan 2
plans 1
point 1
poisoned 1
possible 1
potion 1
power 4
powerful 1
preparations 1
pretends 1
previous 1
price 10
prince 3
prominent 1
promises 1
promoted 1
protect 2
queen 2
quickly 3
quiet 1
race 1
rain 1
raw 1
reach 2
reached 1
reaches 1
ready 3
realize 1
realizes 3
really 1
reasons 1
recent 1
recommended 1
redhelwar 9
refuses 1
regular 1
remembers 1
removed 1
rescue 1
rescued 1
responds 1
rest 3
resulting 1
return 3
returns 2
rides 2
risk 1
risking 1
run 1
sacrifices 1
safe 3
safely 3
said 1
same 1
sandalon 4
sarlin 2
save 2
saved 1
savilla 3
say 2
saying 1
says 4
scared 2
scout 1
scouts 1
searching 1
second 2
secret 1
see 5
seen 1
sees 2
sends 1
senses 1
sentarshadden 1
sentarshadeen 4
sentrashadeen 1
servant 1
set 1
seven 1
several 1
shadow 23
shalkan 14
she 16
shield 1
shock 2
shocked 1
shortage 1
should 1
showing 1
shows 2
simple 1
since 4
sister 1
six 1
skill 1
skills 1
sleeping 1
slip 1
slipped 1
smell 1
sneaks 1
so 6
some 4
someday 1
something 1
son 1
soon 2
sound 1
speak 1
special 1
spell 1
spend 1
spiders 5
spy 2
start 3
stay 1
still 4
stone 3
stop 6
straight 1
stronghold 1
student 1
studies 1
success 1
suddenly 1
suit 1
sure 1
surrounding 1
survives 1
sword 1
system 1
take 7
takes 3
talk 1
tampering 1
tardavon 1
tavadon 1
tears 1
tell 7
tells 10
ten 1
terrible 1
test 1
than 4
that 37
the 234
their 14
them 31
then 7
there 10
these 1
they 58
thing 1
things 2
think 2
thinks 7
thirds 3
this 8
though 1
thought 1
thousands 1
threat 1
threaten 1
through 2
time 3
tiredness 1
to 128
together 2
told 1
top 2
touched 1
towards 1
town 1
trance 1
trap 1
traps 5
travelling 1
travels 1
tried 1
tries 3
trolls 1
troupes 1
try 4
turned 1
turns 1
two 6
tyrvin 1
under 3
underground 1
unicorn 6
unicorns 2
unlimited 1
up 5
upset 3
use 1
used 1
uses 2
using 1
very 4
vestakia 12
village 5
villages 1
virgin 1
volpiril 1
wait 3
waiting 1
walks 2
walls 1
want 9
wanted 1
wants 9
war 10
wards 1
wargs 2
warn 1
warns 1
warriors 3
was 4
watch 1
way 4
weak 1
weakness 1
weather 1
were 3
what 8
when 13
where 4
which 3
while 17
who 10
whole 2
whom 1
why 5
wild 26
wildmage 1
will 20
wings 1
winner 1
winter 1
wirance 3
with 40
without 1
women 2
wondering 1
woods 1
work 1
worthless 1
would 5
yard 1
year 1
years 1
yet 1
ysterialperin 1
ysterialpoerin 6
zyperis 1
