23929545
/m/076yhgg
/m/076yhgg
Edith Pargeter
prior 1
priory 3
prison 1
prisoner 1
promises 1
protect 1
puncturing 1
purpose 1
purposefully 1
pursue 1
pursues 1
puzzled 1
quickly 1
rage 1
ransom 1
raped 1
rather 2
ravished 1
ravisher 1
reach 1
realises 2
realization 1
recently 1
reckless 1
reclaim 1
recognised 1
recognises 1
recovering 2
recovers 1
red 1
refugees 1
refused 1
relates 1
relative 1
reports 1
respective 1
retrieved 1
return 3
returned 1
ride 2
rides 1
robbers 1
rode 1
rough 1
runs 1
sacked 1
safe 1
safety 1
same 1
saw 1
search 6
seek 1
seeks 1
sees 3
send 1
service 2
set 1
settlement 1
settlements 1
she 6
sheltered 2
sheltering 1
shepherd 1
sheriff 2
should 1
shoulder 1
shrewsbury 3
sight 1
signs 1
since 1
single 1
sister 10
skilled 1
skin 1
slowly 1
smallholding 2
smitten 1
smothered 1
snow 2
snowcovered 1
snowstorm 2
snowstorms 1
so 1
some 1
son 2
sought 1
spot 1
squire 1
stabbed 1
stained 1
stains 1
staying 1
stays 1
stealth 1
stolen 1
storm 1
stranger 3
straw 1
stream 1
stricken 1
suggests 1
surmises 1
sweep 1
sword 2
syria 2
syrianborn 1
take 2
taken 2
takes 1
tasks 1
tell 1
tells 8
tend 1
terror 1
than 3
that 29
thaws 1
the 88
their 6
them 8
then 4
there 3
they 11
thirteen 1
those 2
though 1
thought 1
threatens 1
throat 1
through 1
tied 1
titterstone 1
to 52
together 3
top 2
tormented 1
tower 3
tracks 1
trail 3
tried 2
try 2
turn 1
turned 1
tutor 1
two 1
unable 1
uncle 3
under 2
undetected 1
unexpectedly 1
unnerved 1
until 1
up 1
upon 1
vanished 1
vanishes 1
victims 1
village 2
villagers 1
wait 1
waiting 1
walked 1
walks 1
wanders 1
warmth 1
was 12
way 3
waylaid 1
wearing 1
well 1
were 3
what 1
when 9
where 5
which 5
while 2
who 13
whoever 1
wife 1
will 1
wimple 2
wine 2
winter 1
with 19
woman 1
wonders 1
woods 2
woodsman 1
worcester 1
worldlywise 1
worry 1
worth 1
would 1
wound 3
wounded 2
wracked 1
year 1
years 2
yet 2
young 2
yves 28
