18866
/m/04rt6
/m/04rt6
William Shakespeare
sleeping 1
sleepwalking 1
so 4
soldiers 1
soliloquy 1
son 4
sons 1
speaking 1
spend 1
stabs 1
startling 1
states 1
strange 1
stricken 1
struck 1
stunned 1
succeed 1
succeeded 1
success 1
successfully 1
suddenly 1
suffers 1
suicide 1
summon 1
supernatural 1
support 1
supposed 1
supposedly 1
surprised 1
suspects 1
suspicions 1
suspicious 1
take 1
telling 1
tells 5
terrible 1
thane 8
that 29
the 84
their 7
them 10
then 1
these 1
they 9
things 1
third 1
thirdly 1
this 6
thou 1
though 4
thought 1
three 3
throne 3
thunder 1
thus 2
time 2
tis 1
title 1
to 49
tomorrow 3
too 1
took 1
traitorous 2
trance 1
tree 2
tries 1
true 1
truth 2
two 3
tyrannical 1
uncertainty 1
undisclosed 1
uneasy 1
until 2
untimely 1
us 1
vanish 2
very 1
vi 1
victory 1
violent 1
visible 1
vision 1
visits 1
vows 1
waiting 1
wander 1
was 4
wash 2
water 1
weather 1
welcomes 1
well 1
were 1
when 4
where 2
which 2
while 5
who 3
whoever 1
wife 3
will 9
wishes 1
witches 13
with 11
woman 3
womb 1
women 1
wonder 1
wood 4
words 1
would 1
wounded 1
young 3
