12163538
/m/02vry9y
/m/02vry9y
Daniel F. Galouye
1968
{"/m/06n90": "Science Fiction"}
get 1
getting 1
giving 1
glowing 1
go 1
goes 1
gone 1
good 1
greg 2
gregson 26
group 1
guard 2
had 3
hair 1
hallucinations 1
halted 1
has 5
have 5
having 2
he 22
head 2
hears 1
heart 1
helen 7
help 3
helps 1
her 5
hideout 2
high 2
him 9
himself 2
his 10
hold 1
hostile 1
however 1
human 2
humanity 4
hypnosis 1
if 3
in 17
including 1
informs 1
injured 1
institute 1
institutes 1
intent 4
intentions 1
intermittent 1
interrogate 1
into 4
introduced 1
is 23
isolation 1
it 4
jumpoff 1
karen 2
keep 1
kenneth 2
kidnapped 1
kill 1
killing 1
kills 2
kind 1
know 1
known 2
lastditch 1
later 1
learning 1
learns 4
leave 1
led 1
left 1
levels 1
like 1
live 2
local 1
located 1
location 1
london 1
long 2
longdistance 1
looks 1
lost 3
lowering 1
madam 1
make 1
man 2
manuel 2
many 3
married 1
matters 1
meet 1
meeting 1
men 2
messages 1
met 2
miles 1
military 1
mind 1
mission 1
months 1
more 1
most 3
much 1
must 1
narrowly 1
nearby 1
necessity 1
new 3
newspaper 1
nina 4
no 3
nor 1
not 3
novel 1
now 2
nuclear 1
occupant 1
odd 1
of 36
off 2
offered 2
official 2
officials 2
oldest 1
on 14
one 4
only 5
opens 1
operational 1
or 1
out 3
over 2
pain 1
paris 1
part 1
particular 1
party 2
pennsylvania 3
people 3
perception 4
persuasion 1
phase 1
place 2
plan 3
plane 2
planet 1
planned 1
plot 1
pocket 1
point 1
power 2
powerful 1
powers 2
precognition 1
predicted 2
presence 1
presences 1
pretend 1
previously 1
process 2
proficiency 1
promises 1
psychic 1
purposes 2
pursuit 1
qualms 1
radcliff 5
radiance 1
radiation 2
rakar 2
rault 6
reach 1
reaches 1
reaching 1
ready 1
reality 1
realize 1
really 1
recants 1
recognizes 1
recover 1
recovered 1
recovering 1
recovers 1
recruit 1
reentry 1
refer 1
refund 1
release 1
removal 1
rescue 1
rescued 1
rescuing 2
reserved 1
responsible 1
return 1
returning 2
returns 1
reunited 1
reunites 1
reveals 1
rewire 1
rewired 1
rhine 1
rome 1
runs 1
rural 1
safe 1
screamers 2
screamie 6
screamies 6
secbu 12
sedated 1
sedation 1
seeking 1
sees 1
sending 1
sent 1
shadow 2
she 6
ship 3
ships 1
shoot 1
shortly 1
show 1
shown 2
side 1
since 2
small 3
so 2
some 2
something 1
space 2
spaceflight 1
starship 1
station 7
steals 1
still 2
strangely 1
stygum 2
suicide 1
summoned 1
supersuppressor 5
supertransmitter 2
suppress 1
suppressor 2
supreme 1
survived 1
takes 1
talking 2
telepathy 1
teller 2
tellingly 1
tells 1
temptress 1
tend 1
terror 1
than 1
that 13
the 108
their 6
them 6
themselves 1
then 1
there 1
they 9
this 2
thousand 1
thousands 1
threatening 1
time 2
to 61
told 1
too 1
top 2
training 3
tried 1
troops 1
true 2
turn 1
twin 1
two 1
typical 1
ultimate 1
unknown 1
until 1
up 4
urge 1
use 1
used 1
valley 1
valorian 9
valorians 6
valuable 1
vega 1
very 1
victim 1
viewing 1
violent 1
visiting 1
wakes 1
wants 1
was 4
way 1
weapon 1
weapons 1
wears 1
weldon 2
wellford 14
were 1
when 2
where 1
which 5
while 3
who 10
will 1
window 1
with 10
without 1
woman 1
working 1
worse 2
would 3
wrong 1
years 3
yet 3
york 1
young 1
zylph 2
zylpher 1
zylphing 4
zylphs 2
