21387145
/m/05f690c
/m/05f690c

2007
{"/m/05hgj": "Novel"}
flying 1
following 2
for 10
foreign 1
forever 1
forster 8
forster3s 1
fortune 1
foundation 1
france 1
friend 1
friends 1
from 3
full 1
further 1
generosity 1
generous 1
get 3
give 1
gives 1
go 1
good 1
governess 2
graduating 1
graduation 1
great 1
greater 1
grecoturkish 1
greek 1
group 1
grow 1
growing 1
guards 1
guest 1
gynaecologist 1
had 5
half 1
halfshaved 1
hand 1
harsh 1
has 11
have 6
having 5
he 25
headquarters 1
health 1
heard 1
her 30
herself 2
high 1
him 7
himself 3
hires 1
his 39
holiday 1
home 1
honeymooners 1
honour 1
hope 1
hotels 1
how 1
however 1
husband 2
husband3s 1
ian 2
ignores 1
impotence 1
in 44
inconspicuous 1
increasingly 2
influence 2
informed 2
informs 1
inherited 2
instant 1
intending 1
intentionally 1
interest 1
interested 1
interviewing 1
into 2
introvert 1
investigators 1
invitation 1
is 29
island 4
it 7
journalist 1
killed 1
knowing 1
knowledge 1
landing 1
last 1
late 2
later 1
lather 1
lavish 1
law 1
lays 1
leads 1
leave 1
leaving 1
left 1
legal 1
less 2
letting 1
life 8
lifelong 1
likely 1
list 1
listens 1
little 2
lives 1
london 1
long 3
longer 1
loss 1
love 5
lover 2
lovers 2
loyalty 1
lunch 1
made 2
magnate 1
make 1
makes 2
making 1
man 1
many 1
marco 6
marriage 2
married 5
marry 1
matter 1
may 1
meant 1
mediate 1
mediocre 1
meets 1
melancholy 1
men 1
midnight 1
miranda 5
miss 1
mistake 1
money 2
months 1
more 2
morning 1
most 1
mother 2
mother3s 1
mould 1
move 3
moves 1
moving 1
much 1
mutual 1
naked 1
nanny 1
narrator 1
naturally 1
need 2
negri 1
neither 1
never 4
nevertheless 1
new 2
nice 1
no 3
nor 1
not 4
notably 1
now 2
nurse 2
obvious 1
occurs 1
of 37
off 1
offspring 1
oil 2
old 4
olivia 2
on 14
one 5
only 7
operating 2
operation 1
or 3
other 1
out 8
over 2
overdose 2
overprotective 1
overturned 1
paradise 1
parents 1
paris 1
party 3
passed 1
passion 1
patrikios 3
pays 1
penthouse 1
perform 1
permanent 2
persuade 2
physician 1
piaggio 1
pills 1
piloted 1
plane 2
planes 1
planet 1
planned 1
pleas 1
point 1
powers 1
practices 1
pregnant 2
prep 1
prepare 1
presented 1
press 1
pressure 1
prior 1
private 4
probably 1
procedure 1
profit 1
project 1
proposal 1
prospers 1
proven 1
publish 2
pupil 1
put 1
railway 1
realisation 1
realises 1
realities 1
realizes 1
recently 1
reciprocated 1
rees 1
refusing 1
relationship 1
renting 1
repairing 1
reputation 1
rescued 1
researched 1
resentful 1
reservations 1
residence 1
resulting 1
retired 1
retires 1
retribution 1
rich 1
richest 1
right 1
ripped 1
rivals 1
robust 1
room 2
rooms 3
rumours 1
said 2
same 1
school 2
schoolteacher 1
seaplanes 1
second 2
secrecy 1
security 1
seek 1
seeks 1
seen 2
sees 1
sends 1
separate 1
services 1
sexual 2
shattered 1
she 19
shipping 2
show 1
shows 1
sides 1
sign 2
signs 1
sin 2
situation 1
slept 1
slowly 1
so 4
social 1
sofia 13
solace 1
something 1
somewhere 1
son3s 2
soon 3
south 1
spends 1
spied 1
spouses 1
spring 1
starts 3
stay 1
stayed 1
stepmother 1
still 4
stirs 1
stranger 1
struggled 1
subject 1
subsequently 1
such 1
sudden 1
suez 1
suicide 2
suites 1
summer 1
surprise 1
survives 1
swallows 1
swing 1
takes 2
taking 1
talk 1
tankers 1
taped 1
telephone 2
tells 1
test 2
than 2
thanks 1
that 20
the 73
theatre 1
their 8
them 2
then 3
there 2
these 1
they 4
think 1
this 1
threateningly 1
through 1
time 6
timoleon 22
timoleon3s 2
timoleons 1
to 59
too 2
took 1
tranquillizers 1
transport 1
travelling 1
travels 1
tries 2
truth 1
turbulent 1
turk 1
turns 2
two 4
tycoon 3
uncalled 1
unexpected 1
unheard 1
unintentionally 1
university 1
unknown 1
unprepared 1
up 2
upbringing 1
upper 1
urgent 1
usually 1
vacate 1
vanish 1
villa 1
voracious 1
waiters 1
wake 1
walks 1
wanted 1
war 2
was 3
ways 1
wealth 1
weather 1
weekend 1
went 1
were 1
what 1
whatsoever 1
when 7
where 3
which 4
while 5
who 5
whom 1
whose 2
wielded 1
wife 1
will 2
wish 1
wished 1
with 10
without 3
woke 1
woman 1
womanising 1
women 2
working 1
world 3
would 1
wouldbe 1
write 1
year 2
yearold 2
years 4
yellow 1
yet 2
york 2
young 2
younger 1
zmir 1
