19254563
/m/04ljc7p
/m/04ljc7p
Stephen Baxter
heads 2
helen 4
her 7
higher 1
highest 1
himalayas 1
his 1
hitherto 1
hits 1
hopes 1
hoping 1
hostage 1
hostages 2
however 3
human 2
humanity 1
hundreds 2
husband 1
hypothesised 1
ice 1
in 27
inca 1
includes 1
indirect 1
individual 1
infusion 1
inhabitants 1
into 3
inundate 1
inundation 1
involves 1
is 17
island 1
it 4
its 1
john 1
jones 1
jupiter 2
just 2
keep 1
khmer 1
killed 1
killing 2
kirstie 1
kristie 3
lammockson 1
land 1
lapping 1
later 1
latesister 1
launched 2
lead 1
leads 1
learn 1
leave 1
level 2
leveled 1
liberated 1
life 1
light 1
lily 11
liner 1
little 1
london 3
look 1
low 1
lunar 1
lying 1
main 3
make 3
man 1
managed 1
many 1
maoist 1
mary 1
masses 1
massive 1
meet 1
megacorporation 1
michael 1
michaelmas 1
military 1
minority 1
minutes 1
missions 1
more 1
most 1
mount 2
mountainous 1
mountains 3
much 1
must 1
nasa 1
nathan 6
navy 1
near 1
needs 1
nepal 1
neptune 1
new 4
news 1
next 2
no 1
nonetheless 1
north 1
not 1
novel 5
now 2
nowhere 1
obliterates 1
occurs 1
ocean 4
oceania 1
oceanic 2
oceanographer 1
of 40
office 1
officer 1
official 1
old 1
ollantay 1
on 8
one 5
only 3
opening 1
ordered 1
other 1
others 1
out 1
over 4
overboard 1
own 2
pacific 1
pact 1
parts 1
peak 1
people 1
perished 1
peru 1
peruvian 1
piers 4
piracy 1
pirates 2
plan 1
point 1
populations 1
postdeluge 1
posthumous 1
practices 1
pregnant 1
prepare 1
prisoner 1
private 1
process 1
project 2
projects 1
prone 1
queen 1
question 1
rafts 2
raised 1
reach 1
realize 1
realizes 1
refugee 2
refugees 1
refuse 1
regime 2
remain 1
remains 1
reminiscent 1
remnant 1
rescue 2
rescued 1
reservoirs 1
resettlement 1
resolved 1
respite 1
results 1
reveal 1
revolt 2
ridges 1
rife 1
rise 2
rising 1
rocky 2
rougelike 1
royal 1
ruled 1
rulers 1
running 1
russia 1
sacramento 1
sail 1
sailed 1
sails 1
same 1
saudi 1
save 1
scavenging 1
scene 1
scientist 1
scientists 1
scotland 1
sea 4
seabed 1
seaborn 2
seadwelling 1
search 2
seems 1
seize 1
selfclaimed 1
sequel 1
sets 2
settle 2
settlement 2
shaped 1
she 3
sheets 1
sighted 1
since 1
sinking 1
sister 1
site 1
sized 1
skirmishes 1
slavery 1
snobbish 1
so 1
solely 1
some 1
something 1
son 2
south 3
staggered 1
starship 2
start 1
states 5
staying 1
steadily 1
stop 1
storm 1
struggle 1
submarine 1
submerged 3
submergence 1
subterranean 1
succession 1
surge 1
survival 4
survived 1
surviving 1
survivors 5
swept 1
sydney 2
system 1
tag 1
taken 3
temporary 1
tens 1
terrorist 1
thandie 4
that 13
the 71
their 2
then 1
there 1
these 1
they 5
this 3
those 2
thousands 3
three 9
through 1
thurley 1
thus 1
tibet 3
tidal 2
time 4
to 19
tourist 1
trading 1
trenches 1
tries 1
truth 1
tsunami 1
turbulence 1
tuvalu 1
twenty 1
two 1
ultimately 1
uncovers 1
underwater 1
undetected 1
united 4
until 1
unwillingly 1
up 1
usaf 1
vast 3
vessel 1
vessels 1
virtually 1
visit 1
wales 1
was 7
washington 1
watch 1
water 3
waters 1
wave 1
ways 1
we 1
well 2
western 4
what 2
when 2
where 1
which 7
who 4
whole 1
whose 1
will 2
with 8
wonders 1
world 1
year 1
years 2
york 2
zealand 1
