24856410
/m/09gpzf4
/m/09gpzf4
Edith Pargeter
having 1
haystack 1
he 41
headed 1
heard 1
hearing 1
heir 2
help 1
her 11
herb 1
herbalist 1
hermit 1
herself 1
hiding 1
him 21
himself 3
his 34
honour 2
hope 1
hopeless 1
horse 5
hour 1
house 5
household 1
how 4
hunting 3
huon 4
husband 1
in 23
indoors 1
innocence 1
innocent 1
inside 1
instantly 1
intended 1
intercept 1
interference 2
intervenes 2
into 8
invite 1
invited 1
is 30
it 8
iveta 22
jewel 1
joined 1
joscelin 38
joy 1
jumping 1
just 2
knew 2
knife 1
knight 2
know 2
knows 2
lacked 1
lady 1
landed 1
lashes 1
last 2
late 1
later 5
lay 1
lazarus 11
learned 1
leave 2
leaves 3
leaving 1
led 1
left 4
legal 1
leper 3
lepers 3
lightly 1
lived 1
locals 1
lodge 3
lodging 2
lodgings 4
longer 1
look 1
love 2
lucy 3
made 2
maidservant 1
maintained 1
malady 1
man 5
mane 1
manors 1
many 1
mark 8
marks 1
marriage 6
marry 1
massard 3
match 1
meanwhile 1
medicines 2
meekly 1
meet 1
meets 1
memory 1
men 6
message 4
might 1
missing 1
mistress 1
moment 1
monk 1
monks 1
morning 3
mortal 1
most 2
move 1
much 1
murder 4
murdered 1
must 4
musters 1
named 1
near 3
nearby 2
necklace 2
nephew 1
never 1
nevertheless 1
new 1
newcomer 1
news 1
next 4
night 5
no 1
nobody 2
not 7
noted 2
notes 3
novice 1
object 1
obtains 2
oclock 1
october 1
of 50
off 3
old 2
on 13
once 2
one 7
onlookers 1
or 1
order 1
orphaned 1
oswin 2
other 1
otherwise 1
out 5
outdoors 1
outraged 1
over 1
overhears 1
own 1
pair 1
pale 1
parties 1
party 3
pass 1
passes 3
past 1
path 1
patrol 1
pearl 1
peasant 1
people 1
perfume 1
physician 1
picard 17
picards 5
place 3
placing 1
plan 2
planted 1
poppies 1
prepared 1
prepares 2
preserved 1
prestcote 3
presumably 1
presumptive 1
pretends 1
prevent 3
prevented 1
prime 1
prior 1
prison 1
prisoner 1
progress 1
pronounced 1
properly 1
protests 2
provided 1
pursued 1
pursuit 2
puts 1
question 3
questions 1
radulfus 4
rare 2
rather 2
ravaged 1
realised 1
recalls 1
received 1
recent 1
relates 1
removes 1
renowned 1
restocking 1
return 1
returned 3
reveal 3
reveals 1
ride 1
right 1
ring 4
river 1
road 3
robert 1
rode 1
roger 1
room 1
rope 2
route 1
saddle 1
safely 1
safety 1
saint 10
salves 1
same 3
sanctuary 1
says 1
scene 1
scolds 1
search 4
searched 3
searchers 4
searches 1
secretly 1
seeking 1
seems 1
seen 1
sees 1
servant 1
servants 1
service 1
several 1
severn 1
she 9
shed 1
sheriff 10
short 1
shortly 2
showing 1
shown 1
shows 1
shrewsbury 2
shropshire 1
sick 1
sign 1
simon 18
sisters 1
skilled 1
sleep 2
sleeping 2
slow 1
smear 1
snatches 1
sneaks 1
so 2
social 1
some 4
son 1
sought 1
squires 1
st 1
startling 1
states 3
stay 1
stop 1
story 1
strangely 1
strangled 4
strangler 1
stream 2
stretched 1
strip 1
strong 1
stunned 1
successfully 1
such 2
suggests 1
suitable 1
suitor 1
summons 1
surprised 2
surprising 1
surrounded 1
suspects 2
syrup 1
take 4
taken 1
tall 1
tell 2
tells 7
ten 1
tether 1
than 1
that 43
the 123
theft 2
their 2
them 5
then 4
there 3
these 1
they 3
third 1
this 7
thornbury 3
those 1
threatened 1
three 1
thriving 1
throat 2
thwart 1
time 3
to 66
told 1
toppled 1
towards 2
town 1
townspeople 1
traced 1
traces 1
track 1
trap 1
treated 1
trees 1
trek 1
tries 1
trots 1
trust 1
truth 1
turn 1
turns 1
two 5
ultimate 1
uncle 1
under 1
unguarded 1
until 2
unwillingly 1
up 1
urges 1
urging 1
uses 1
using 1
vehement 1
veil 2
vellum 2
venerates 1
very 2
vespers 3
volunteered 1
wait 1
walks 2
was 14
watch 3
watching 1
way 2
waylaid 1
wealthy 1
wearing 1
wed 1
wedding 4
well 2
wet 1
when 5
where 5
whether 2
which 4
while 1
whip 1
who 8
whoever 1
whom 1
wife 1
will 1
willing 1
with 9
within 1
without 1
woman 1
woods 1
words 1
wore 2
work 2
workshop 1
worn 1
worth 1
would 3
wound 1
wounds 1
writes 1
wrongly 1
years 3
yet 1
young 4
