18535171
/m/04f31f1
/m/04f31f1
Fred Mustard Stewart
1981
{"/m/05hgj": "Novel"}
returns 7
reunites 1
rich 1
ride 2
road 1
robbery 1
rodney 2
role 1
rome 2
room 1
rooms 1
rosina 1
royal 1
rumor 1
run 1
runs 2
russia 3
russian 1
safety 1
salad 1
san 1
sand 2
sands 1
savannah 1
say 1
saying 1
scare 1
secretary 2
secretly 2
seduce 1
see 1
seeing 1
sell 6
senate 1
senator 1
send 1
sends 1
sent 1
sentence 1
servant 1
services 1
settlement 2
seventh 1
sevenyearold 1
sexual 1
shared 2
shares 1
she 45
sherman 1
ship 1
shortly 1
shows 1
signs 1
six 1
slaps 1
slave 1
sleep 2
sleeping 1
slowly 1
so 4
social 2
socialist 1
soldiers 1
solidify 1
some 1
son 4
sons 1
soon 1
sorry 1
spada 2
speak 1
speaker 1
speedboat 1
spend 3
spending 1
spite 1
startled 1
state 1
steal 1
stefano 1
steps 1
stock 6
stop 2
stroke 1
strong 1
struck 1
struggles 1
successful 2
such 1
sudden 1
suffering 1
superior 1
support 1
suspicions 2
syliva 1
sylvia 12
takes 4
taxi 1
tea 1
teach 4
teaching 1
tearfully 1
tell 1
telling 2
tells 6
ten 1
tensions 1
than 1
thank 1
that 59
the 139
their 15
them 2
themselves 1
they 12
third 1
thirty 2
thirtysixth 1
this 2
though 1
thoughts 2
thousand 1
three 3
time 4
timing 1
tired 1
to 134
together 1
told 1
tony 7
too 1
toscanelli 1
transferred 1
transformed 1
traveling 2
travels 1
treat 1
tricked 1
tried 1
triumphantly 1
true 1
trust 1
tuberculosis 1
turned 1
turns 1
tutelage 1
twelve 1
twin 1
two 8
ultimately 1
unable 1
unattractive 1
unbeknownst 1
uncle 2
unconscious 1
under 2
undercover 1
understand 1
undressed 1
unhappily 1
up 5
upon 1
upset 1
upsets 1
upwards 1
urban 1
urges 1
use 2
uses 1
vacationing 1
various 1
victor 55
vii 1
viii 1
villa 3
vinnie 8
visits 1
vittorio 7
von 1
wake 1
walk 1
walks 1
war 1
warmth 1
warned 1
was 8
watch 2
watches 1
way 3
weak 1
wedding 1
week 2
weekend 2
well 3
were 2
what 3
when 8
where 7
which 3
while 4
who 7
whom 4
widowed 1
wife 2
will 11
wine 1
winstead 1
wishes 1
wishing 1
with 49
withdrawing 1
woes 1
woman 2
work 3
works 1
worries 2
would 1
wounded 1
write 1
writer 1
writes 2
writing 1
wrong 1
x 1
xi 1
xii 1
xiii 1
xiv 1
years 4
yet 4
york 2
you 1
young 1
your 2
