13554
/m/03j9w
/m/03j9w
William Shakespeare
made 1
madness 3
make 2
many 1
marcellus 1
match 3
may 1
mean 1
men 1
mere 1
moments 2
mournful 1
mourning 1
murder 5
murdered 1
murderous 1
my 1
names 1
nature 1
nephew 1
never 1
news 1
night 2
nobles 1
norway 1
not 4
nothing 2
now 1
nunnery 1
o 1
of 32
off 2
offer 1
offers 1
on 9
once 1
one 3
only 1
opens 1
ophelia 11
or 4
orders 1
osric 1
out 3
overcome 1
own 3
panics 1
passes 1
perturbed 1
pierces 1
pirates 1
place 1
planned 1
plans 1
play 2
plot 2
poison 2
poisoned 8
poland 1
polonius 11
poor 1
position 1
pouring 1
prayer 2
praying 1
prepare 1
presented 1
presents 1
presumably 1
pretext 1
prince 6
prior 1
probable 1
procession 1
professing 1
proof 1
proposes 1
protagonist 1
provides 1
prowess 1
put 1
queen 2
questions 1
quickly 1
rants 1
rash 1
reaction 1
real 1
realises 1
reasoning 1
reasons 1
receive 2
reconciled 1
recount 1
reenacting 1
reliability 1
relieved 1
remains 2
remarking 1
remembrances 1
reminding 1
reminds 1
remorseful 1
report 1
reporting 1
represented 1
resolves 1
responsible 2
return 1
returned 1
returning 1
returns 1
revealed 1
revealing 1
reveals 1
rid 1
rises 1
room 2
rosencrantz 2
rounds 1
route 1
royal 1
ruled 1
running 1
rushed 1
said 1
same 1
say 1
scene 3
scratch 2
scuffle 1
secluded 1
secrecy 1
secretly 1
see 2
seems 1
seen 1
sees 1
send 1
sending 1
sends 2
sent 2
sentinel 2
sentinels 2
serious 1
several 1
she 3
ship 1
shortly 1
shoulders 1
since 1
singing 1
sister 1
skull 1
so 4
solely 1
solution 1
son 2
songs 1
speak 1
spirit 1
spread 1
spy 1
spying 1
stabs 2
stage 1
stared 1
still 1
stopped 1
story 3
strange 1
studying 1
suicide 3
summons 1
sure 1
surely 1
suspicion 1
swears 1
swiftly 1
sword 4
takes 1
taking 1
tale 1
tells 2
that 29
the 67
thee 1
their 2
them 3
then 2
these 1
they 4
third 1
this 1
thou 1
thoughts 2
throne 1
through 1
throughout 1
time 1
tip 1
to 55
toasts 1
together 1
told 1
treat 1
troupe 1
truepenny 1
truly 1
trusted 1
truth 1
two 3
typically 1
ultimately 1
unable 1
uncertain 1
uncle 1
unearths 1
unknowing 1
unsure 1
up 1
upon 3
urgent 1
urging 1
use 1
wanders 1
warmly 1
warn 1
warning 1
warnings 1
was 2
watch 2
watched 1
way 2
when 4
whether 1
which 2
while 2
whim 1
who 1
whom 1
wife 1
wildly 1
will 3
wine 3
with 13
without 1
witnessing 1
words 1
world 1
worth 1
would 2
wretched 1
yet 1
yorick 2
