18632107
/m/04gw79y
/m/04gw79y


{"/m/06n90": "Science Fiction"}
eventually 5
every 3
excoriation 1
experimentation 1
explode 1
explodes 1
explosion 1
exterminate 4
exterminated 3
exterminates 2
exterminator 3
extracted 1
eye 1
face 1
fact 1
failing 1
falling 1
fallout 2
far 1
fear 1
fighting 1
finally 2
find 2
finds 1
finished 1
first 2
five 2
flagship 1
fleet 5
flying 1
for 18
force 3
forces 1
forcing 1
form 3
former 2
found 1
free 1
freezes 1
from 6
fronts 1
frozen 1
fuel 3
full 1
furious 1
galactic 1
gantry 2
gave 1
general 2
get 1
give 2
go 2
group 5
had 2
half 1
has 7
have 6
he 17
head 3
hear 1
hell 1
help 4
her 5
here 1
high 1
him 8
his 4
history 1
hold 3
holds 1
home 2
hoping 1
hour 1
however 4
huge 3
human 1
humanity 1
humanoid 1
hunt 1
hunter 1
hunters 2
hurala 5
identification 1
identity 1
if 3
immediately 1
immobilized 1
in 21
informs 1
inquisitor 2
inside 3
insistence 1
intelligence 1
intended 1
interrogate 3
interrogation 1
into 8
invade 1
investigate 1
investigating 1
is 41
it 24
its 12
jon 1
just 3
keep 1
key 1
kill 4
killed 2
killing 2
knocking 1
knocks 1
koral 14
labs 1
landing 1
lands 2
landscape 1
large 1
largest 1
lashes 2
last 1
later 2
leaps 1
learn 1
learns 1
leave 2
leaves 1
leaving 1
led 1
left 1
length 1
lets 1
lever 2
life 2
lift 1
line 1
list 1
living 1
locate 1
locked 3
looking 3
lords 1
loss 1
lost 2
love 1
maintenance 1
major 1
make 3
makes 1
manage 1
manages 1
manual 1
marginal 1
marine 1
mass 1
materialises 1
meant 1
meanwhile 1
measures 1
medic 1
meet 2
member 2
members 1
message 1
mind 2
mines 2
mining 2
minions 1
moment 1
more 1
morse 1
most 1
must 1
mutated 1
nearest 1
nearly 1
need 1
never 2
news 1
no 1
noise 1
nothing 1
now 2
nuclear 1
of 36
off 3
on 17
once 1
one 4
onto 1
open 3
opened 1
operate 1
orbiting 1
order 1
orders 3
osterhagen 1
other 3
out 7
outside 1
over 3
override 3
pace 1
pain 2
parents 1
patrol 1
people 2
person 1
persuades 1
physical 1
pit 1
placed 2
plan 2
planet 13
planetary 1
point 1
points 1
population 1
predictable 1
prepare 3
prepares 3
preparing 2
prevent 1
previously 1
primary 1
principle 1
prison 1
prisoners 2
prizemoney 1
probe 2
properly 1
protesting 1
protests 2
prove 1
pulls 1
pump 1
push 1
put 1
quarantine 1
quickly 1
race 1
radiation 3
ramp 1
ranting 1
rants 1
ray 1
reach 1
reaches 2
realises 2
realize 1
realizes 1
recognises 1
red 1
refuel 1
refueling 1
refuse 2
refusing 1
regardless 1
release 1
released 2
reluctant 1
remains 1
remote 1
remove 1
removed 2
repeating 1
replacing 1
replies 1
report 1
research 2
responds 1
retaining 1
retaliation 1
retreat 2
retreating 1
returns 1
reveal 1
reveals 6
revelations 1
rig 1
room 4
round 1
safety 2
same 2
saucers 1
saved 1
saying 1
scan 1
scanned 2
schism 1
scrum 5
sealed 2
searching 1
second 3
secretly 1
sending 2
sends 1
sent 2
sentenced 1
series 1
set 1
shake 1
ship 8
ships 1
shown 1
side 1
silo 5
simply 2
site 1
skaro 2
sky 1
slip 1
slow 1
small 1
so 2
someone 2
something 1
soon 3
sos 1
space 2
split 1
spoon 1
stalk 1
standing 1
start 1
starts 1
stating 1
stay 2
stella 8
steps 1
still 4
stop 1
stops 1
stores 1
success 1
suddenly 1
supreme 2
surrender 1
surviving 2
symbol 1
system 1
systems 1
take 3
taken 5
takes 1
talking 1
tapping 1
tardis 10
target 1
task 1
team 2
technician 1
telling 1
tells 1
temporal 2
terrified 1
than 1
thanks 1
that 32
the 256
their 3
them 8
then 6
there 4
they 30
theyve 1
this 2
though 1
thousands 1
threaten 1
threshold 4
through 2
time 8
to 75
told 1
took 1
torture 1
towards 1
trace 1
trap 1
trapped 3
travelled 1
travels 1
tries 2
trooper 1
truth 1
try 1
two 2
uitability 1
under 1
underground 1
unit 1
universe 2
unknown 1
until 1
up 4
upon 3
use 3
used 1
uses 1
using 4
very 2
veteran 1
victory 1
volunteer 1
volunteers 1
vortex 2
vows 1
waiting 1
wanted 1
war 3
warn 1
warning 1
wars 1
was 3
way 4
wayfarer 6
weakest 2
weapons 1
well 2
were 1
what 1
when 7
where 7
which 5
whilst 3
whispers 1
who 11
whole 1
whose 1
will 10
with 11
woman 2
wont 1
work 4
workers 1
works 1
world 2
would 1
wounding 1
x 18
years 3
