1140236
/m/049t4v
/m/049t4v
Stephen King
up 1
upon 2
upsetting 1
urinate 1
usually 1
valentine 2
vermont 1
very 1
veteran 1
viciously 1
victim 5
virtually 2
volunteer 1
waiting 1
walking 1
ward 1
warmer 1
warning 1
was 2
watching 1
wearing 1
wears 1
weather 1
weekend 1
were 1
werewolf 20
westrum 2
wheelchair 1
when 6
where 3
which 4
while 8
who 9
why 1
wife 2
wifebatterer 1
will 6
window 2
with 8
wives 1
wolf 7
woman 1
woods 3
year 4
youthful 1
zinneman 3
