60131
/m/0gc9y
/m/0gc9y
Isaac Asimov
reproduce 1
require 1
resettled 1
rest 2
restoration 1
retreat 2
reverted 1
rings 1
robotic 1
robots 3
rough 1
same 2
sarton 1
savagery 1
secretly 1
seem 1
selfreproducing 1
sent 1
serve 1
set 3
settle 1
settled 1
settlement 1
ship 3
should 1
similarities 1
since 6
sixth 1
sky 1
so 2
soil 1
sol 1
solar 3
solaria 3
solarian 2
solarians 2
sole 1
some 1
someone 1
source 1
space 3
spacer 7
spacers 1
spacersettler 1
span 1
spectral 1
sphere 1
spreading 1
star 6
stars 1
state 1
statue 1
status 1
stepping 2
stopped 1
strong 1
sufficient 1
suits 2
sun 1
supermind 1
supporting 1
surmised 1
survived 1
sympathetic 1
system 9
take 1
taken 1
tells 1
terraform 1
than 2
that 21
the 92
their 8
them 7
themselves 2
then 1
there 6
they 29
third 2
this 11
though 2
thousandths 1
three 1
thus 1
time 3
to 59
too 2
towards 1
trace 1
transduce 1
transducer 4
travel 1
trevize 9
tries 1
trying 1
turns 2
two 1
type 1
unable 1
uncharted 3
undo 1
uninhabitable 1
up 1
upon 4
use 3
uses 1
utilize 1
uvillumination 1
v 1
very 3
viewing 1
visit 2
visitors 1
vital 1
warned 1
was 9
way 1
we 1
wearing 1
well 2
were 4
what 2
when 2
where 5
whether 1
which 9
while 5
whip 1
who 8
whom 1
wide 1
wild 1
will 1
wishes 1
with 10
wolflike 1
woman 1
workings 1
world 1
worlds 4
would 5
writings 1
