27934619
/m/0ch40pl
/m/0ch40pl
Edith Pargeter
fourth 1
free 1
freely 1
friend 1
from 10
frost 1
frosty 1
frozen 2
gathered 1
gathers 1
gave 1
geoffrey 1
get 1
gets 1
girl 4
give 1
gloucester 2
go 1
gone 3
good 4
got 1
granddaughter 1
grandfather 1
grant 1
granted 1
grim 1
grooms 1
growing 1
guest 1
guests 1
guidance 1
guilt 1
had 11
hales 4
half 1
halfsister 1
hall 3
haluin 40
handsome 1
happy 1
hard 1
has 14
haste 1
have 2
having 1
he 35
head 1
health 1
heartbroken 1
heavy 2
held 1
helisende 18
help 1
heluin 1
henry 2
her 45
herbarium 1
herbs 4
hide 1
him 15
his 50
hold 1
home 7
horse 1
horsemen 1
horses 2
hour 2
hours 3
house 3
household 4
how 4
hugh 3
husband 3
if 10
illadvised 1
in 40
include 1
including 1
infirmary 1
informed 2
initiative 1
injured 1
injuries 2
insists 1
into 1
invites 1
is 33
it 7
its 1
jean 4
joined 1
journey 3
joy 1
joyous 1
just 1
justification 1
keep 1
keeping 1
kennels 1
killed 1
kin 2
king 5
kneeling 1
knees 1
knew 2
knife 1
knocking 1
know 1
knowledge 1
labor 1
ladders 1
lady 2
lands 1
late 1
later 1
lays 1
lead 1
learning 1
leave 5
left 1
let 1
lichfield 3
lied 1
light 1
like 2
likely 1
lines 2
link 1
live 1
lived 1
lives 2
local 1
locals 1
long 4
looked 1
looks 2
lord 1
lothair 1
love 5
loved 2
loving 1
made 1
maid 1
main 1
major 1
make 1
makes 1
man 5
manor 7
manors 1
many 2
march 3
marriage 4
married 2
marry 1
master 2
match 1
matter 1
maud 1
may 1
meal 2
meals 1
meant 1
meditation 1
meet 4
meeting 4
meets 2
men 3
met 1
midday 1
middecember 1
miles 1
miraculous 1
moment 3
monastery 1
monk 1
monks 2
months 1
morning 2
morrow 1
most 1
mother 9
mothers 1
much 7
murdered 1
murderers 1
must 2
mutual 1
name 1
named 2
names 1
near 1
nearby 1
nears 1
necessary 1
need 1
negotiates 1
never 3
new 5
news 3
next 2
niece 2
night 6
nine 1
no 11
nobleman 1
nor 1
normandy 1
normans 1
noses 1
not 14
notes 1
nothing 2
noticed 1
notify 1
now 3
nuns 1
of 52
off 1
offers 3
officiate 1
older 1
on 11
once 2
one 3
only 4
or 3
ordained 1
ordering 1
organizes 1
other 2
others 2
out 6
outside 1
over 4
overlord 2
overreaches 1
own 5
oxford 2
pain 1
parents 1
part 3
party 1
passable 1
passing 1
path 3
patrice 1
penance 1
people 2
performed 1
perhaps 1
permanent 1
perronet 6
phrase 1
pigeons 2
pile 1
pilgrimage 4
place 3
places 1
plan 1
planned 2
plantagenet 1
pleading 1
polesworth 2
politics 1
postillion 1
pouring 1
prays 1
pregnancy 1
pregnant 1
presence 3
present 1
priest 3
private 1
problems 1
proceed 1
profile 1
prohibited 1
pronounced 1
prospective 1
prospects 1
put 1
puts 1
putting 1
quickly 1
quite 1
radulfus 1
raised 2
ran 1
reached 1
read 1
ready 1
realize 1
realizes 1
realm 1
recall 1
recognizes 3
recovers 1
recuperation 1
refused 1
relationship 1
relieved 1
repairs 1
reports 1
resides 1
rest 5
restful 1
return 2
returned 1
returns 1
revelation 1
ride 3
rides 2
riding 1
right 1
rites 1
river 1
rivers 1
roads 1
robert 2
roger 1
roof 1
rope 1
roscelin 10
rose 1
route 2
rumor 1
running 1
sadly 1
safe 2
safety 1
same 1
satisfied 1
save 2
say 1
says 1
scaffolds 1
search 2
season 1
seated 1
second 3
secretly 1
see 3
seek 2
seems 1
seen 1
sees 4
sending 1
sends 2
sent 3
serious 1
seriously 1
servant 2
serve 1
serves 1
setting 1
several 1
severe 2
shadow 1
shame 1
share 1
shares 1
she 32
shelter 2
sheriff 2
sheriffs 1
shock 2
shoes 1
short 1
shortest 1
showed 1
shrewsbury 3
sign 1
since 2
sins 1
sister 4
situation 1
slate 2
slates 1
slow 1
small 1
snow 5
snows 1
snowstorm 1
so 3
some 2
son 6
soon 2
speaks 2
special 1
specially 1
spend 1
spent 1
spoke 1
spurs 1
stables 1
staffordshire 2
start 1
state 1
stayed 1
steady 1
stephen 6
still 1
stint 1
stole 1
stolen 1
story 2
street 1
strengthen 1
strong 1
stronger 1
struck 1
stunning 1
such 3
sudden 1
suggesting 1
suit 2
sunrise 1
sunset 1
supper 1
supporter 1
surrender 1
surrendered 1
survival 1
sworn 1
take 1
taken 1
takes 5
taking 2
tale 1
talent 1
tell 1
telling 1
tells 7
than 1
that 20
the 143
theft 1
their 9
them 12
then 5
there 6
these 2
they 18
this 14
though 2
thought 2
three 1
threeday 1
throne 1
through 1
tile 1
tiles 1
time 1
timely 1
to 104
told 3
tomb 4
took 2
torment 1
trip 1
trouble 1
true 1
truly 1
truth 4
turn 1
twice 1
two 3
unaware 1
unborn 1
under 2
unhappy 1
unregenerate 1
until 1
up 1
use 1
using 1
very 1
via 1
victory 1
vigil 2
visit 1
visited 2
vivers 7
vocation 1
vow 4
vowed 1
wait 1
walk 3
walked 2
walking 1
walks 1
wallingford 1
wanting 1
wants 3
was 8
water 1
watling 1
way 2
wealthy 1
wears 1
wedding 1
week 1
welcomes 1
well 1
were 2
west 1
what 7
when 1
where 4
whether 1
which 1
while 6
white 1
who 12
why 1
wife 4
will 7
winchester 1
with 33
without 1
witness 1
woman 4
women 1
wonder 1
word 2
words 1
world 1
would 6
wound 1
year 2
years 6
yes 1
yet 1
young 2
younger 2
