33435897
/m/0h97cmp
/m/0h97cmp
Robert Anthony Salvatore
2011-10-04
{"/m/01hmnh": "Fantasy"}
formidable 1
forms 1
forset 1
fortress 1
freedom 1
friend 3
from 5
front 1
full 1
future 1
gather 1
gathers 1
gauntlgrym 1
gem 1
get 3
give 1
given 1
gives 1
go 4
goals 1
goes 1
going 1
goodly 1
greater 1
greatly 1
grew 1
grey 1
group 1
guarded 1
guenhwyvar 2
had 2
hadencourt 3
hall 1
hand 1
happy 1
harming 1
has 12
hated 1
hatred 2
have 2
he 32
head 3
heading 1
hearing 1
held 1
help 7
helps 1
her 28
herb 1
hero 1
herself 1
herzgo 19
hiding 1
high 6
him 25
himself 3
his 16
holds 1
hope 1
how 2
however 3
hulk 1
hulks 1
hunt 1
hurting 1
husband 1
if 4
immediately 2
impales 1
in 34
ineffectual 1
injured 1
insane 2
insanity 1
instead 1
intened 1
intention 1
intimate 1
into 1
is 40
it 16
item 1
itself 1
jaraxle 1
jarlaxle 2
jestry 9
jewel 1
jewels 1
job 1
jump 1
keep 1
kill 9
killed 1
killing 2
kills 1
knife 1
know 5
knowledge 1
known 1
knows 3
korvin 1
kurth 4
lands 1
largely 1
leader 1
leads 1
learn 2
learned 1
learns 4
leave 1
leaves 1
led 1
left 1
lets 3
lich 1
lieutenant 1
life 4
limit 1
line 1
little 1
lived 1
lives 1
local 1
locals 1
long 4
looks 1
lover 1
lovers 1
luskan 6
magic 2
magical 3
major 2
majority 1
make 4
making 1
malebranche 1
man 1
many 1
master 2
may 2
meal 1
means 1
meanwhile 1
meet 1
mental 2
merchants 1
met 1
might 1
mind 2
mindless 1
minions 1
moments 1
money 1
moral 1
morals 2
more 5
most 3
mostly 1
motives 1
much 5
must 1
mutual 1
name 3
named 1
nature 3
nearly 1
necessary 1
need 1
needed 1
needles 1
netherese 1
never 1
neverwinter 10
new 3
no 4
north 3
not 8
nothing 1
notices 1
now 1
occupied 1
occurring 1
occurs 1
of 72
off 5
offer 1
offered 1
offers 1
on 6
once 2
one 2
only 1
openly 1
or 3
order 3
orders 1
other 4
out 3
outskirts 1
own 1
pair 2
past 1
peoples 1
perhaps 1
personal 1
plan 1
planning 1
played 1
playing 1
poison 2
poisoned 2
policies 1
poses 1
possesses 1
power 5
powerful 1
powers 1
predetermined 1
preparation 1
prepared 1
preserved 1
presumed 1
primordial 1
priority 1
process 1
promise 2
promises 3
proposes 1
protect 1
proves 1
proving 1
prowess 1
pulls 1
punish 1
purpose 1
question 1
questioned 1
questions 3
quick 1
raise 1
rallevin 1
reach 1
real 1
realms 1
reasons 1
recognizes 1
recount 1
reestablish 2
region 2
regroup 1
reminded 1
reminds 1
renamed 1
renaming 1
renthor 1
representatives 1
rescued 1
restraints 1
result 1
return 1
returning 2
returns 5
revealed 4
reveals 3
revenge 2
right 1
ring 8
risk 1
rob 2
role 1
room 1
run 1
rushes 2
salm 2
same 1
save 1
saved 1
says 1
see 2
seeking 1
seeks 1
seen 2
sends 1
sentinel 1
serve 1
service 1
setup 1
shadovar 6
shadowmantle 1
shakes 1
share 3
she 23
ship 5
shortly 2
side 1
sinfelle 1
situation 1
skeptical 1
skin 1
slave 2
snakebrook 1
sneaks 1
so 2
sole 1
some 3
soon 7
soul 2
south 1
sovereignty 1
soveriegnty 1
spare 1
speaks 1
spends 1
spirit 1
stands 1
starving 1
state 1
stay 1
stayed 1
stealing 2
still 2
stop 1
stops 1
stories 1
story 1
successful 1
succubus 1
succumbs 2
suffers 1
suggest 1
suggests 2
sulkir 1
summons 2
support 1
surprised 1
survive 1
swears 1
sword 5
sylora 19
syndalay 1
szass 4
take 3
taken 1
takes 2
tam 2
task 1
teifling 1
tell 2
tells 2
tempting 1
terrible 1
than 4
that 29
thayans 2
the 131
their 14
them 7
theme 1
themselves 1
then 2
there 3
these 1
they 24
things 1
think 2
this 6
though 2
three 2
throat 1
through 1
throughout 1
time 5
title 1
to 82
together 1
too 3
towards 3
town 5
townfolk 1
track 1
trades 1
transformed 2
traps 2
tricks 1
tries 2
truce 1
true 1
trust 2
turn 1
twisted 1
two 5
umber 2
undead 2
under 3
understand 1
unicorn 2
unstability 1
until 2
upon 1
use 3
used 1
useful 1
uses 3
using 1
valindra 10
values 1
vampire 1
vendetta 1
visit 1
visits 1
vistied 2
vows 1
vulnerabilities 1
walk 1
wand 3
wanted 1
war 1
warlock 1
was 2
watching 1
way 2
weakened 1
weapons 1
well 1
were 2
what 1
when 3
where 2
which 5
while 1
white 1
who 7
whom 1
whose 1
why 1
wields 1
wilderness 1
will 5
wise 1
wishes 1
with 16
within 1
without 1
woman 3
woods 1
word 1
work 2
world 2
would 2
wrong 1
year 1
years 1
younger 1
zealot 1
