1060361
/m/042hz3
/m/042hz3
Charles Dickens
granger 1
great 4
greatly 1
grinder 1
guided 1
had 15
harriet 2
has 7
haughty 1
have 1
having 2
he 29
health 3
heavy 1
help 1
helped 1
her 33
here 3
herself 3
highly 2
him 16
his 38
home 3
homewardbound 1
hopes 2
hothouse 1
house 6
housekeeper 1
how 1
however 1
ill 1
illegitimate 1
image 1
immediately 1
in 32
information 1
informs 1
initially 1
instrument 1
intense 1
intensely 1
into 3
introduced 1
introduces 1
involved 1
irrelevant 1
is 31
ister 1
it 4
italy 1
its 3
james 2
john 3
joseph 1
just 1
keep 1
kidnapped 1
killed 1
kiss 1
last 2
latest 1
latter 1
leamington 1
leaves 1
leaving 2
left 3
let 1
letter 2
letters 1
light 1
linesdear 1
little 2
lodge 1
lodges 1
lodgings 1
london 1
look 1
looked 1
lost 3
louisa 1
love 3
loveless 1
lover 1
lovers 1
lovingly 1
lowly 1
lxii 1
macstinger 1
maid 1
major 4
maker 1
makes 2
man 1
manager 3
manipulations 1
marks 1
marriage 1
marry 1
marrying 1
me 2
means 1
meantime 2
meanwhile 2
meet 1
melted 1
midshipman 6
mild 1
mine3 1
miss 1
morfin 1
mother 3
moving 1
mr 12
mrs 18
named 2
navigation 1
ned 2
neglected 1
neglects 1
neighbour 1
never 3
new 2
news 1
night 2
nipper 2
no 1
noone 1
nor 1
normally 1
not 3
now 6
nurse 1
of 29
off 2
offices 1
often 3
old 4
older 1
on 6
once 1
one 4
only 3
order 1
other 2
others 1
out 5
overbearing 1
overheard 1
overhears 1
overwrought 1
owing 1
owner 1
partners 1
passed 1
passes 1
passing 1
paul 5
pay 1
personal 1
picked 1
pipchin 2
place 2
pleading 1
polluted 1
poor 1
position 1
potential 1
presumed 1
prevents 1
pride 2
princess 1
prior 1
prizefighter 1
protection 1
proud 2
public 1
pupil 1
pursuit 2
pushes 1
put 1
reappears 1
receive 1
received 1
receiving 1
reconciled 1
recounts 1
refuge 1
relates 1
relationship 1
relative 1
remarries 1
replaced 1
reported 1
restore 1
retires 1
retribution 1
return 1
returned 4
returns 3
reunited 2
reveals 1
revenge 1
richard 1
richards 3
riches 1
rival 1
rob 1
rooms 1
ruin 1
run 1
running 2
sacked 1
said 1
sailing 1
sailors 1
sale 1
same 1
saved 1
says 1
school 1
search 1
secretly 1
see 1
seeing 1
seeking 1
seeks 1
sees 4
sent 3
separated 1
servants 1
sets 4
shade 1
shallow 1
share 1
she 24
sheltered 1
ship 2
shipping 1
shop 1
short 1
shortly 1
siding 1
similarity 1
since 2
sister 3
six 1
skewton 1
slowly 2
smooths 1
so 3
socialize 1
sol 3
solomon 1
some 3
son 8
sought 1
source 1
south 1
spa 2
spends 1
spite 1
staggs 1
starts 1
state 1
stay 1
stepmother 1
still 1
storm 1
story 1
stranger 1
streets 1
striking 1
subdue 1
suffering 1
sunk 2
susan 2
takes 1
teeth 1
tender 1
than 1
that 15
the 71
their 4
them 2
then 2
there 1
they 7
thinking 1
third 1
this 4
thought 3
through 3
thus 1
time 6
title 1
to 57
together 2
toodle 1
toots 5
towards 2
tox 1
traces 1
track3 1
trader 1
train 1
transformed 1
transported 1
tries 1
trip 1
trust 1
try 2
turned 2
turns 1
tutelage 1
two 3
uncle 2
under 3
undergo 1
up 2
upon 1
very 1
via 1
villains 1
visit 2
visited 1
walls 1
walter 10
walter3s 1
was 3
way 2
weak 1
wealthy 1
well 1
wet 1
when 6
where 4
whereabouts 1
which 4
while 1
whilst 2
white 1
whitehaired 1
who 11
whom 2
whose 1
why 1
widowed 1
wife 4
will 3
with 20
woman 1
wooden 1
work 1
works 1
worst 1
worthless 1
wreckage 1
written 1
year 1
years 1
yes 1
you 2
younger 1
