15318692
/m/03m4sv9
/m/03m4sv9
Terry Pratchett
fanshaw 1
far 2
fascinated 1
father 6
few 2
feynman 1
fight 1
finally 1
find 1
finds 2
fire 3
fired 1
firing 1
first 2
for 11
forcing 1
forest 1
forgotten 1
formed 1
fortunately 1
frightening 1
from 16
gentlemen 2
get 2
ghost 1
girl 2
give 1
given 2
giving 1
glasses 1
god 6
gods 2
goes 1
good 1
governor 1
grandfathers 4
grandmother 1
grandmothers 1
great 2
guard 1
guarding 1
gun 2
gunpowder 3
had 1
has 14
hate 1
hated 1
have 7
having 3
he 21
heavily 1
heir 2
heirs 1
help 2
her 11
hermit 1
herself 2
him 16
himself 4
his 24
history 1
holland 1
home 2
horror 1
hostage 1
how 2
however 3
huge 1
hungers 1
hunting 1
hypothermia 1
if 1
immediately 1
in 18
including 4
infant 1
influenza 1
informing 1
instead 2
intact 1
intended 1
interest 1
into 8
introduces 1
is 32
island 10
islanders 1
islands 2
it 4
itself 1
join 1
joined 1
judy 3
just 2
kill 1
killed 3
kills 1
kind 1
kindly 1
king 2
knowledge 2
knows 2
lack 1
lagoon 4
land 1
language 1
large 1
last 3
later 5
launch 1
laws 1
leader 1
leads 1
leaps 1
learn 1
learned 1
learns 1
leave 1
leaves 2
left 4
legends 1
life 3
like 2
little 1
locaha 3
local 2
locates 2
made 2
magic 1
magna 1
major 1
make 1
makes 1
man 5
mango 1
mansoul 1
many 1
maps 1
marooned 1
marry 1
mau 35
meet 1
meets 1
melt 1
member 1
men 2
mental 1
mercia 3
met 1
metaphors 1
midwife 1
miles 1
milk 2
milo 3
milos 1
minutes 1
missing 1
mistakenly 1
months 1
moonshine 1
more 5
most 1
mother 1
movements 1
must 2
mutineers 2
mutinied 1
mutiny 2
name 1
named 2
nameless 1
nation 14
nearly 1
neighbouring 1
neither 2
neutralises 1
never 2
new 3
news 1
nights 1
nine 1
no 1
nonindigenous 1
nor 2
not 1
notatall 1
notices 1
notsosubtle 1
now 3
numb 1
observatories 1
obsessively 1
ocean 4
of 56
off 2
offers 1
old 4
older 1
on 12
one 8
ones 1
only 5
onward 1
open 1
ordeal 1
organisation 1
origin 1
original 1
other 5
ours 1
out 3
overbearing 1
overlooking 1
paleskinned 1
papervine 2
part 2
passed 1
pelagic 3
person 2
pig 1
pilu 2
pistol 2
pistols 1
place 1
planets 1
plate 1
point 1
poison 1
poisons 1
politics 1
port 3
possessed 1
pregnant 1
present 1
presentday 1
presenting 1
presently 2
prevented 1
previous 1
priest 3
prince 1
prisoners 1
problem 1
protecting 1
rage 1
raging 1
raiders 10
rather 1
ratified 1
realworld 1
rebuild 1
receive 1
referring 1
refers 1
refuses 1
reinforced 1
rejection 1
release 1
remain 2
remained 1
remaining 1
remembered 1
remembers 1
replace 1
requests 1
required 1
rescues 1
rescuing 1
resort 2
resourceful 1
resourcefulness 1
rest 2
restores 1
return 1
returned 1
revere 1
richard 1
ritual 1
royal 1
russian 1
sagan 1
said 1
sail 1
sails 1
salvage 1
save 1
says 1
scared 1
scattered 1
schooner 1
science 1
scientific 1
scientist 2
scientists 1
sea 5
searching 1
secret 1
seek 1
seen 1
sending 2
sense 1
sent 1
serving 1
set 3
setting 1
several 2
shark 2
she 11
shell 1
ship 1
shipwreck 1
shoot 3
shot 1
should 1
shown 1
silvertongued 1
since 2
singing 1
single 1
six 1
skill 1
sleep 1
small 2
smiles 1
smoke 1
so 2
society 1
some 2
someone 1
somewhat 1
soon 3
soul 6
soulless 2
south 1
southern 2
sparkmaker 1
spear 1
species 1
speeds 1
spent 1
spit 1
standing 1
star 1
stars 3
state 1
stated 1
stationed 1
status 1
stay 1
still 1
stone 1
stones 3
stop 1
stories 1
storm 1
story 1
strangely 1
strong 2
substance 1
subtle 1
suffered 1
suicide 1
sure 1
surprised 1
surviving 1
survivors 4
sweet 3
swimmer 1
take 2
takes 1
talk 1
target 1
task 1
tattoos 2
telescopes 1
tells 3
ten 1
territories 1
territory 1
test 1
than 2
thanks 1
that 25
the 161
their 5
them 8
theme 1
then 2
there 1
they 9
things 1
third 1
this 10
those 1
though 1
thousand 1
thousands 2
thrash 1
threatens 1
three 1
throne 2
through 1
throughout 3
time 1
tiny 1
to 60
together 2
told 2
tough 1
tradition 2
translation 1
travels 1
tribe 1
tries 4
try 1
tsunami 4
twinkle 2
two 9
type 2
underwater 1
unless 1
up 3
upon 1
uses 1
vegetation 1
version 1
village 3
visited 1
volcano 1
voyage 1
voyaging 1
vulnerable 1
want 1
warnings 1
was 3
watching 1
wave 1
waving 1
way 2
ways 1
weeks 1
well 1
were 1
wet 3
what 2
when 7
where 3
which 6
whilst 1
white 4
who 7
widowed 1
wife 1
wild 1
will 4
win 1
wiped 1
with 20
within 2
without 3
woman 2
women 1
working 1
world 3
worship 1
would 2
wrapped 1
wrath 1
wreckage 1
years 3
