176961
/m/017_vh
/m/017_vh
William Shakespeare
left 1
lesson 1
let 1
lieutenant 1
life 1
line 1
london 4
lord 5
lords 1
loses 1
lourd 1
love 1
lovell 1
low 1
machinations 1
made 1
malmsey 1
man 1
manages 1
margaret 3
margaret3s 1
marriage 1
marries 1
marry 2
match 1
meaning 1
meanwhile 1
meets 1
men 3
men3s 1
millstones 2
mobile 1
mocking 1
modest 1
mounts 1
mourn 1
murder 2
murderer 4
murderers 6
murderers3 1
my 1
name 1
names 1
needing 1
nephew 1
nephews 1
nervous 1
neville 1
next 3
niece 1
no 3
nobles 3
not 5
nothing 1
now 1
nymph 1
obey 1
objects 1
observes 1
obstacles 1
ocean 1
odds 1
of 63
on 5
once 1
one 4
only 1
openly 1
or 1
orders 1
other 3
our 2
out 1
outcast 1
outsmart 1
outsmarting 1
over 4
own 1
paranoid 1
participate 1
pearl 1
perform 1
perpetrator 1
pity 1
play 1
pleads 1
pleas 1
pleasures 1
plots 1
poisonous 1
poisons 1
poor 1
popularity 1
potential 1
predicted 1
present 2
pretending 1
pretensions 1
prince 4
princes 4
princes3 1
princess 2
prior 1
promised 1
prophecy 1
protector 1
prove 2
punning 1
purpose 1
queen 8
ratcliffe 1
rather 1
reads 1
realising 1
rebellions 1
recalls 1
recruits 1
reference 1
referring 1
reflexively 1
relates 1
relatives 2
remaining 1
removing 1
repentance 1
request 1
requests 1
responds 1
rest 1
result 1
returns 1
reveals 1
reward 1
rich 1
richard 33
richard3s 4
richmond 5
richmond3s 1
right 1
rightful 1
rivers 1
route 1
rudely 1
rule 1
rules 1
rumour 1
sardonically 1
saying 2
says 2
sc 1
screaming 1
sea34 1
secure 1
sees 2
sent 2
served 1
sets 1
shall 1
she 4
ship 1
side 2
sides 1
sir 1
skeletons 1
skulls 1
slowly 1
so 1
some 1
son 6
sons 2
soon 3
sovereign3s 1
speech 1
spite 1
spread 1
squabbling 1
stabs 1
stall 1
stampd 1
stand 1
stands 1
stanley 2
stanley3s 1
stay 1
stepfather 1
stones 1
striking 1
strut 1
subsequently 2
succeeds 1
successfully 1
succession 1
summer 1
sun 3
survival 1
surviving 1
swing 1
sworn 1
tactically 1
taken 1
tears34 1
tell 1
tells 2
than 2
that 10
the 104
their 1
them 6
themselves 1
then 3
there 1
therefore 1
these 3
they 4
this 5
thomas 1
thou 1
though 1
thousands 1
threat 1
three 1
throne 4
thy 1
titles 1
to 45
together 1
toil34 1
tormented 1
tower 6
treason 1
trick 1
true 1
trumpedup 1
trying 1
turns 1
two 4
tyrrell 1
ugly 1
under 2
unfinishd 1
unhorsed 1
unite 1
unity 1
unripped3st 1
unvalued 1
upon 2
upon34 1
upwardly 1
use 1
vaughan 1
vi3s 1
victims 1
victorious 1
victory 1
vii 1
villain 1
visited 1
visual 1
wakes 1
wales 1
wanton 1
warning 1
warns 1
warrant 1
warwick 2
wast 1
water 1
weep34 1
weeping 1
weeps 1
were 2
westminster 1
what 2
when 4
whereupon 1
whether 1
which 3
who 12
whom 2
widow 3
will 5
win 2
winter 1
wish 1
with 10
within34 1
won 2
woo 1
wordplay 1
world 1
york 11
yorkists 1
young 2
younger 1
youngest 1
