14764033
/m/03gx67z
/m/03gx67z
Anthony Horowitz
intently 1
into 4
introduced 1
introduces 1
introduction 1
invincible 1
ironically 1
is 38
istanbul 1
it 16
its 1
jade 1
jamie 11
jetty 1
johnson 1
joseph 1
just 2
karl 1
keeps 1
kelvin 1
kill 5
killed 1
kills 1
king 1
knew 3
known 1
knows 1
kong 18
ladder 1
laid 1
lake 1
language 1
last 1
later 3
leader 2
leads 2
learned 1
learnt 1
left 1
lets 1
letter 1
librarian 3
lied 1
life 3
lifeless 1
locations 1
lohan 5
london 4
long 1
looked 1
loses 1
lotus 1
macau 4
made 3
mainland 1
makes 2
man 2
maps 1
master 1
matt 21
matthew 1
may 1
meaning 1
meanwhile 3
mecca 1
media 2
meet 2
meets 2
men 4
mentioned 1
mentions 1
meredith 2
metaphor 1
mind 1
mixed 1
modern 1
moments 1
monastery 3
monks 2
months 1
mortally 1
mountain 1
move 1
mrs 3
nail 1
named 1
narrative 2
naval 1
nazca 1
near 1
nearly 1
necklace 1
necropolis 4
neon 1
never 2
nexus 2
night 3
nightrise 7
no 2
normal 1
not 4
notices 1
novel 2
novels 1
now 1
observatory 1
obvious 1
occurred 2
of 49
off 1
office 1
old 20
ominous 1
on 7
once 2
one 9
ones 18
only 1
opposition 1
or 1
orchestrated 1
order 2
ornate 1
other 3
out 3
outback 1
over 5
own 2
part 2
partners 1
paths 1
paul 2
peak 1
pedro 4
pentagram 1
people 3
person 1
persuades 1
peru 1
phone 1
picked 1
plan 3
planet 1
played 1
poisonous 1
police 2
pollution 3
portals 1
post 1
power 4
powers 1
preassumed 1
predict 1
prepares 1
pretends 1
previously 1
prison 3
prisoner 1
professor 2
prominently 1
protecting 1
purposes 1
pushes 1
ramon 5
raven 1
reading 2
realises 1
recaptures 1
receives 1
recognizes 1
referred 1
reincarnate 1
remorse 1
rendering 1
rescue 1
residents 1
resides 1
rest 1
restaurant 2
result 1
returning 1
returns 1
revealed 2
revealing 1
reveals 2
revised 1
richard 9
rising 1
robotic 1
role 1
room 1
rooms 1
run 1
said 1
salamanda 1
same 3
sampan 1
says 2
scale 1
scarlett 29
school 1
scott 7
see 2
seek 1
seeking 1
seem 1
seemingly 1
sees 3
separated 1
series 3
servants 1
serve 1
set 1
several 1
shan 1
shangtung 4
shape 1
shapechanger 1
share 1
she 14
ship 1
shot 1
should 3
side 2
sides 1
sign 1
signal 2
significant 1
significantly 1
signifies 1
simply 1
since 2
sinister 1
skills 1
smashes 1
smog 1
smoked 2
so 5
society 1
somewhat 1
son 1
sparked 1
speak 1
split 1
st 3
star 1
stare 1
start 1
starts 1
stationed 1
stay 1
stop 1
storm 6
strange 5
street 1
strength 1
strengthened 1
structure 1
struggle 1
studying 1
sufficient 1
suffocate 1
surrounding 1
swarming 1
swept 1
sword 1
system 1
tahoe 1
tai 1
take 1
taken 6
taking 1
tales 1
telling 2
tells 1
temple 4
test 1
that 25
the 146
their 4
them 11
themselves 1
then 6
theorises 1
there 7
they 11
thickening 1
things 1
think 2
this 4
three 1
through 7
time 1
to 70
together 2
told 1
towards 1
tracking 1
trail 1
transported 1
trap 1
travel 2
triad 1
trick 1
trip 1
truthfulness 1
try 1
trying 2
turn 2
turned 1
tuscany 1
tutor 1
twentyfive 1
two 3
tyler 1
typhoon 5
typhoons 2
ukraine 2
unconscious 1
under 3
undoubtedly 1
university 1
unleashes 1
unlikely 1
unwillingly 1
up 4
upon 1
urgent 1
use 1
using 3
vast 1
victoria 2
vilcabamba 1
vision 1
waiting 1
wakes 1
wants 1
war 1
warning 1
was 9
watch 1
way 3
weather 1
were 3
when 6
where 8
which 6
while 3
whilst 1
white 1
who 18
whose 1
will 6
wipe 1
wisdom 1
with 14
withdrew 1
without 1
wooden 1
word 1
working 1
works 1
world 4
worship 1
would 5
wounded 2
zombies 2
