15916434
/m/03qg904
/m/03qg904
Steven L. Kent
2006-09-28
{"/m/06n90": "Science Fiction"}
kamehameha 8
kasara 4
kept 1
kettle 2
kill 1
killed 3
killing 4
king 1
kline 3
klyber 8
knew 1
knowledge 3
kri 3
ladies 1
large 2
largely 1
largest 1
laser 1
last 3
lasted 1
later 4
launch 1
launcher 1
leads 1
least 3
leave 1
lector 1
lee 3
less 1
liberator 5
liberatorclass 3
liberators 4
life 2
lightweight 1
like 5
load 1
locals 1
locations 1
locked 1
long 1
looking 1
lost 1
loving 1
low 2
loyal 1
m27 2
made 2
main 1
maintain 1
make 1
makes 1
making 1
man 2
managed 1
manages 1
many 5
marines 5
mark 1
market 1
married 1
mars 1
marshall 1
massacres 1
massive 1
match 1
matched 1
matching 1
mckay 1
meant 2
media 1
medialink 1
medications 1
mention 1
mercenary 2
met 1
middle 1
mild 1
miles 2
military 2
mindful 1
minted 1
minutesthe 1
mirrors 2
missile 1
modern 1
modified 1
mogat 1
months 1
more 9
morgan 2
most 4
multiple 1
name 4
named 3
namely 1
nature 1
navy 1
nearer 1
nearly 1
need 1
needs 1
neural 1
new 2
newer 1
newest 2
newly 1
nickname 1
no 2
none 1
nonstandard 1
nor 1
normally 3
not 8
novel 1
obsolete 1
occupy 1
of 51
off 3
officer 4
officers 4
official 1
offspring 1
old 1
oldest 2
on 17
onboard 1
once 1
one 9
only 6
open 1
operations 1
or 2
orbital 1
ordered 1
orders 4
originally 4
orphanage 2
orphanages 1
other 4
out 5
outlawed 1
over 2
oversized 1
overthrow 1
own 3
ozone 1
pair 1
panic 1
part 3
partial 1
particle 3
particles 1
pathetic 1
paticle 1
penetration 1
people 1
perseusclass 3
personal 1
personality 1
phone 1
physical 1
physically 2
pistol 3
pitted 1
planet 4
planets 2
plans 1
platoon 1
poor 1
populations 1
positioned 1
possession 1
possible 2
posting 1
potentially 1
power 3
preference 1
preferred 1
presumably 1
pretends 1
prevent 2
prodigy 1
profane 1
profile 2
programming 1
promoted 1
pronounced 1
protagonist 1
pumping 1
punishment 1
put 1
quickly 1
race 1
radiate 1
radio 2
raiding 1
raised 2
range 1
rank 1
ranking 1
rather 1
ray 5
react 1
reactors 1
real 1
realization 1
realized 1
really 1
reckless 1
record 1
redesigns 1
refer 1
referred 1
reflex 4
regular 1
relaxed 1
relay 1
releases 2
reliable 1
relies 1
remaining 1
replaced 2
reprimands 1
resources 1
respect 1
responding 1
responds 1
rest 1
retrieve 1
retrofitted 1
revealed 3
rifle 5
right 1
robert 1
robots 1
roughly 4
runs 1
ruthless 1
saboteurs 1
same 3
sand 1
sandy 1
saul 1
save 1
saving 1
scoped 1
scratch 1
scratched 1
seal 2
sealclass 1
second 1
secret 1
secretary 1
security 1
seemingly 1
seems 1
self 1
selfbroadcast 1
selfdestruct 1
selfsacrificing 1
sends 1
separatist 3
separatists 1
series 3
service 2
set 2
several 1
sexual 1
shannon 2
shape 1
shaped 1
she 1
shields 2
ship 10
ships 6
shoot 1
shooting 1
shortly 1
shoulders 1
shown 1
shuttle 1
signal 1
similarly 1
simply 1
simulated 1
since 1
single 1
sitting 1
size 1
skeletal 1
skills 1
small 2
smaller 1
smell 1
snapped 1
so 3
soldier 1
soldiers 3
some 2
something 1
sometimes 1
space 1
special 1
specific 2
speed 1
squad 1
standard 5
standing 1
standoffish 1
stands 1
start 1
starts 1
station 2
stationary 1
stations 2
steep 1
stiff 1
still 2
stock 1
street 1
strength 2
strikes 1
strongest 1
study 1
style 3
suggested 1
sunburned 1
supply 1
suppress 1
surgical 1
sustain 1
synthetic 1
systems 1
tabor 1
tactical 1
take 2
takes 3
tall 2
tanks 1
targets 1
tattoo 1
technology 1
terrorist 1
than 5
that 29
the 123
their 5
them 7
then 2
there 4
thereafter 1
these 1
they 22
theyd 1
thick 1
thin 3
things 1
think 1
thinking 1
thinks 1
this 9
those 1
though 2
three 2
thurston 5
thus 1
time 1
timed 1
times 2
to 68
tomcat 1
too 1
torpedo 1
town 1
toxin 1
track 1
transferred 1
transfers 1
transport 1
transporter 1
transports 2
trapped 1
treated 1
treating 1
try 1
trying 1
turrets 1
tv 1
twice 2
twig 1
two 5
twothirds 1
type 4
types 1
ua 7
uncommon 1
under 3
underestimated 2
undersized 1
unified 2
unit 1
universal 1
unknown 1
unquestionably 1
unquestioning 1
unreliable 1
unsustainable 1
until 1
unusual 1
up 8
upgraded 2
upon 1
use 1
used 5
useless 1
uses 1
value 1
various 1
vats 1
version 1
very 2
vessel 1
via 1
vince 1
visor 1
walk 1
wants 1
war 1
was 8
water 1
way 3
wayson 3
weapon 1
weapons 1
wear 1
wears 1
went 3
were 5
what 1
when 5
where 3
which 6
while 2
white 1
who 6
whole 1
wide 4
wielding 1
will 2
wiry 1
with 12
without 1
worlds 2
worry 1
would 4
wrong 1
year 2
years 1
yet 1
yield 1
