21238800
/m/05c0c0l
/m/05c0c0l
Edith Pargeter
infancy 1
infirmarer 1
infirmary 3
injury 1
innocence 2
innocent 1
innocently 1
intends 1
intention 2
intercedes 1
intercept 1
intervention 1
into 5
is 20
it 7
ithel 6
jealous 1
join 1
joining 1
jurisdiction 1
justice 1
king 2
knew 1
knowing 1
known 1
later 4
lay 1
leave 3
leaves 1
leaving 1
left 3
leg 1
lies 1
lieutenant 1
likely 1
lincoln 3
llywarch 1
local 1
looses 1
lord 1
love 4
loyal 1
loyalty 1
madog 1
magdalen 2
magdalene 1
makes 1
making 1
man 5
maredudd 1
marriage 3
matches 1
maud 3
meanwhile 2
meets 1
melicent 11
men 2
mercy 1
mere 1
messenger 1
met 1
mid 1
miles 1
missing 1
mistaken 1
mistakenly 1
moment 1
monk 2
most 1
murder 6
murderer 3
murdering 1
must 3
named 1
nearing 1
nearly 1
needs 1
neglect 1
negotiate 1
neither 1
never 2
news 5
no 2
noncommittal 1
nor 1
north 1
northern 1
not 5
now 1
observes 1
obstacle 1
obtains 1
of 46
off 1
on 4
one 1
only 1
opens 1
option 1
origins 1
ornate 2
other 3
otherwise 1
out 2
overhears 3
owain 14
parole 2
part 2
particular 1
party 3
paying 1
penitence 1
permission 1
pin 5
planned 1
pleading 1
pointless 1
possessed 1
powys 5
preferable 1
prepare 1
prepared 1
prepares 2
prescote 1
press 1
prestcote 25
presumably 3
pretends 1
price 1
prisoner 3
prisoners 1
proceeds 1
properly 2
protests 2
proves 1
pursue 1
quickly 1
radulfus 2
raid 5
raiders 4
raids 1
reach 1
reaches 1
realises 2
recalls 1
recognised 1
recover 2
recovers 1
refused 1
remain 2
remains 1
remove 1
removed 1
removing 1
reports 2
retainer 1
return 1
returning 1
returns 2
reunited 1
reveal 1
revenge 2
rhys 1
rich 1
richlydyed 1
room 3
routed 1
ruler 1
runs 1
saddlecloth 2
safety 1
same 1
seaman 1
seek 1
sees 1
sends 1
sent 1
sentence 1
servant 1
sets 1
shameful 1
share 1
sheriff 2
shrewsbury 8
shropshire 2
sight 1
sister 3
sleep 1
smother 2
smothered 3
soldier 1
some 2
speak 2
spur 1
stephen 3
still 1
stolen 2
story 1
stream 1
substitute 1
sumptuous 1
survivors 1
suspects 1
suspicion 2
swears 1
take 1
taken 2
takes 2
taking 1
tapping 1
telling 1
tells 1
temporarily 1
testifies 1
that 18
the 73
theft 1
their 4
them 6
there 1
they 3
though 1
thought 1
thread 1
threads 2
threatened 1
throne 1
through 1
throughout 1
throws 1
thus 2
time 3
to 62
took 2
tools 1
tradition 1
travelled 1
treat 1
treats 1
tregeiriog 2
tried 2
try 1
tudur 2
uncertain 1
unconscious 1
under 7
used 2
visit 1
wales 11
war 1
ward 1
warn 1
was 16
way 1
weapon 2
wearing 1
wed 1
welsh 2
welshman 1
welshmen 5
went 1
were 1
what 1
whatever 1
when 5
where 3
whether 2
which 6
while 4
who 8
widely 1
will 1
with 18
within 1
women 1
wonders 1
woollen 1
worry 1
would 1
wound 1
wounded 3
wounds 1
yet 1
young 1
