31295492
/m/0gjb6__
/m/0gjb6__
Alexander C. Irvine
2010-06-22
{"/m/01hmnh": "Fantasy"}
out 2
outraged 1
over 3
overwhelming 1
own 4
park 1
part 2
path 1
pax 1
permanently 1
person 1
pilots 1
pits 1
plan 1
planet 5
planetary 1
planets 1
planning 1
plasma 5
plead 1
plot 1
point 2
points 1
poisoning 1
political 4
popularity 1
population 1
potential 2
power 2
powerenhancing 1
powerful 1
present 1
prevent 1
prime 9
proclaims 1
professing 1
protect 1
public 1
pursuit 2
quintessons 1
race 2
radical 1
radicals 1
rampage 1
range 1
reactivate 1
rebirth 1
receives 1
recognizing 1
records 1
refuses 1
relating 1
relies 1
remaining 1
removal 1
repeatedly 1
repel 1
reptilian 1
result 1
retain 1
retreat 1
returns 1
revolution 1
rises 1
risk 1
robot 3
rocket 2
safety 2
science 1
scientific 1
secure 1
seeing 2
seeking 1
seeks 1
sends 1
sentient 1
sentinel 6
separated 1
served 1
set 1
sets 1
setup 1
several 2
ship 3
ships 1
shockwave 2
shoot 1
shorten 1
shot 1
show 2
sides 1
sight 1
signal 1
signature 1
similar 1
since 1
situation 1
six 1
skills 1
skywarp 2
social 1
society 2
soon 1
soundwave 1
source 1
space 10
spaceship 2
spaceships 1
sparks 1
speech 1
speeches 2
starscream 4
start 1
started 1
starvation 1
starving 1
state 1
states 1
static 1
stating 1
station 6
stay 1
sticks 1
still 1
stockpile 1
stopped 1
stopping 1
stored 1
story 1
strong 1
struggling 1
substance 1
such 1
sudden 1
supervisor 1
supported 1
supreme 5
sustain 1
system 5
taht 1
take 4
takes 2
taking 1
teleports 1
term 1
territory 1
terrorist 1
terrorists 3
that 17
the 126
their 7
them 1
themselves 1
then 3
there 1
these 3
they 9
thirteen 1
this 1
those 1
though 1
three 2
throughout 2
thundercracker 2
time 3
title 1
to 67
too 1
total 1
track 1
transform 1
transformer 2
transformers 6
transforming 1
transforms 2
travels 1
tried 1
trion 6
trypticon 5
turns 1
two 6
ultra 1
uncharted 1
underground 1
unicron 1
uninhabitable 1
until 1
up 1
use 1
using 1
ventures 1
view 1
views 1
violence 1
violent 1
visionary 1
vocally 1
volunteer 1
war 4
watching 1
well 2
went 1
were 1
what 1
when 2
where 1
which 6
while 5
who 5
will 8
wishes 1
with 15
within 4
without 1
words 1
work 1
works 1
would 2
years 1
