6773264
/m/0gn7cm
/m/0gn7cm
James Patterson
eventually 1
everyone 1
everything 1
everywhere 1
evidence 3
examine 1
examined 1
examines 2
examining 1
exclusively 1
expecting 1
explains 1
falls 1
family 4
faulk 1
faxed 1
fbi 6
feeling 1
few 3
fight 1
fighting 1
figure 1
final 1
find 12
finds 2
fire 1
first 2
flies 1
floor 1
follow 1
for 9
found 1
four 1
friend 1
from 11
full 1
gary 1
get 2
gets 3
getting 1
girlfriend 5
girlfriends 1
given 1
giving 1
go 8
goes 5
going 4
goldman 3
goldmans 4
gone 2
graham 1
grand 1
grandfather 1
greenberg 2
ground 1
group 1
groza 5
had 17
half 1
happy 1
has 5
have 3
having 1
he 21
head 5
headed 1
helicopter 1
hell 1
help 2
her 6
hes 3
high 1
him 16
himself 2
his 20
hits 1
hoax 1
home 6
honor 1
hoping 1
hospital 3
hotel 2
house 7
human 1
hunting 1
hurt 1
i 1
if 1
impressed 1
imurderedisabellacalais 1
in 44
incendiary 1
innocent 1
inside 2
inspector 2
intensive 1
interpol 1
interrupted 1
interviewing 1
into 5
investigates 1
investigating 1
involved 2
is 38
isabella 3
it 9
itgatto 1
its 1
jamal 1
jaw 1
jersey 1
just 1
keeps 1
kept 1
kids 1
kill 4
killed 3
killer 2
killing 2
kills 3
kind 1
kiss 1
knew 1
knife 2
know 1
knows 1
kyle 5
labrador 1
laced 1
land 1
last 1
late 1
later 3
lead 1
left 2
lends 1
let 2
letter 1
letting 1
line 1
live 4
london 3
look 1
looking 1
looks 1
lorton 1
loses 1
loss 1
madman 1
mail 2
make 3
makes 3
male 1
man 3
manipulate 1
manning 2
massachusetts 1
medical 1
medicine 1
meet 2
meets 3
message 1
michael 1
minutes 1
more 2
mr 22
murder 2
murdered 2
murders 2
murphy 1
name 1
named 3
names 1
needs 1
new 5
next 2
night 2
no 1
none 1
not 6
notes 1
nothing 1
notices 1
now 2
nurse 1
nyc 1
nypd 2
of 18
offers 1
on 16
once 1
one 3
only 3
opens 1
or 1
orchestrated 1
order 2
orders 1
organs 1
other 2
out 3
outside 1
over 1
own 1
pager 1
paris 4
partner 3
party 1
passionately 1
pay 1
penn 3
people 2
person 1
personality 1
pick 1
pictures 1
pierce 37
pierces 4
pipe 1
plan 1
planning 1
plans 1
pocket 1
point 1
pointblank 1
poison 1
police 1
prepared 1
press 1
princeton 2
prison 3
prisoner 1
prostitute 1
proves 1
pull 1
pursue 1
puzzle 1
quantico 2
quietly 1
raised 1
rampage 1
randomly 1
raped 2
reach 1
reaching 1
reads 1
really 1
receive 1
receives 1
recent 1
recovers 1
refuses 1
reminisces 1
removed 1
rene 1
resulting 1
resumes 1
retriever 1
returns 3
revealed 1
reviews 1
rifle 2
riverdale 1
road 1
roger 1
room 5
rosie 2
run 1
runs 1
s 2
sampson 9
sandy 1
sante 1
santes 1
sara 1
says 1
scene 1
school 2
see 1
sees 2
self 1
send 1
separated 1
set 2
shareef 2
she 2
shelter 1
shield 1
shoot 1
shooting 1
shoots 3
shows 1
side 1
simon 1
small 1
smells 1
smith 25
smiths 1
something 1
soneji 39
sonejis 3
soon 1
spared 1
speed 1
spelled 1
spends 1
spider 2
splattered 1
split 1
spotted 1
st 1
stabbed 1
stabs 1
stakeout 1
statement 1
station 5
stop 2
stops 1
strange 1
stranger 1
straw 1
struggle 1
subway 1
sure 3
surgeon 2
swears 2
takes 2
taking 1
talk 1
telling 2
tells 3
than 1
that 24
the 98
their 2
them 4
themselves 1
then 1
there 4
they 11
think 1
thinks 2
this 2
thomas 8
three 1
throwing 1
throws 2
timer 1
to 58
told 2
too 1
took 1
topo 1
total 1
toward 1
train 1
trauma 1
traumatized 1
tried 2
tries 3
trust 1
try 1
trying 5
tunnels 1
two 2
understands 1
union 1
unknown 1
up 7
upon 1
use 1
used 1
valentine 1
victim 6
victims 2
view 1
viewing 1
visit 1
voicemail 1
waiting 1
walk 1
walls 1
walter 1
wants 2
was 15
washington 1
way 5
wearing 1
went 1
were 3
what 2
when 6
where 6
which 2
while 1
who 10
whose 1
why 1
wife 2
will 3
wilmington 1
with 20
woman 1
wonders 1
works 1
worries 1
would 1
writes 1
wrong 1
york 4
young 3
