5261893
/m/0dbfy6
/m/0dbfy6
Bernard Cornwell
dishonest 1
dishonorable 1
dislike 1
dismisses 1
disowns 1
displeasure 1
do 6
does 2
dream 1
drive 1
druid 2
dumnonia 13
during 3
duty 2
each 1
eastern 1
edling 5
efforts 1
eiddyn 1
emissary 1
employs 1
encampment 1
end 3
ends 1
enforced 1
enough 2
ensure 3
enter 1
enters 4
entrance 1
escape 2
escaping 1
eventually 1
everything 1
except 1
exeter 1
exiles 1
exist 1
explaining 1
explains 3
eye 2
failed 1
faith 1
falls 3
fatally 1
fate 1
father 9
fault 1
feared 1
fears 2
fearsome 1
feasting 1
fell 1
few 1
fight 3
fighting 3
fights 1
filth 1
final 1
finally 2
find 5
finds 4
first 2
flee 2
flings 1
followed 1
following 3
fool 2
foot 1
for 21
forced 1
forces 2
forever 1
formally 1
foster 1
foultempered 1
france 1
frankish 1
franks 3
frantically 1
free 1
from 7
fulfill 1
furious 1
further 2
galahad 10
gets 1
give 7
given 3
gives 3
glastonbury 1
glevum 4
gloucester 1
go 1
god 1
gods 2
gold 1
gone 1
gorfyddyd 22
grandson 1
great 2
group 1
grows 1
guardian 2
guardians 2
guards 1
guinevere 7
gundleus 14
gwent 9
had 1
half 1
halfbrother 1
hall 3
hand 1
handful 1
hands 3
harmed 1
harpist 1
has 17
have 2
he 54
hear 1
heard 1
hearing 1
heir 1
helmets 1
help 1
her 13
high 10
higher 1
hill 1
him 18
himself 6
his 45
hold 1
holds 1
honour 1
hope 3
hopefully 1
horse 1
horseman 1
horsemen 1
hostilities 1
how 1
however 5
hut 1
i 1
if 3
immediately 1
impossible 1
imprisons 1
in 45
information 1
informs 1
initially 1
initiates 1
inside 1
insisted 1
insists 2
instant 1
instead 1
intentions 1
intervention 1
into 11
investigating 1
invitation 1
irish 1
irishmen 1
irritable 1
is 62
isca 1
island 1
isle 5
it 7
join 2
joins 2
kernow 3
kill 1
killed 1
killing 1
kills 1
king 29
kingdom 6
kingdoms 2
kings 2
know 1
knowledge 1
labor 1
lancelot 12
last 1
later 1
leader 1
leadership 1
leads 1
learning 1
learns 5
leave 4
leaves 1
leaving 3
led 4
leicester 1
letting 1
liar 2
library 2
lied 1
life 2
lightly 1
like 1
literate 1
little 1
lives 2
loans 1
looking 1
lord 1
loses 4
lost 1
love 4
lover 1
lovers 2
lugg 2
lull 1
lying 2
mad 1
made 1
magic 1
main 2
makes 5
making 1
male 1
man 2
many 1
march 1
marches 2
marriage 1
marries 2
marry 3
massacre 2
matter 1
may 1
means 1
meanwhile 2
meeting 1
meets 3
men 12
merlin 26
meurig 1
midwives 2
might 1
mighty 1
mind 1
miners 1
mistaken 1
mithras 1
money 1
mont 1
months 3
mordred 17
more 1
morfans 1
morgan 7
most 1
mother 2
much 1
must 2
my 1
name 1
named 1
necessary 1
needs 1
negotiates 1
never 2
news 2
nickname 1
night 1
nimue 18
no 2
nobility 1
none 1
nonetheless 1
noone 1
nor 1
north 5
norwenna 8
not 10
nothing 1
now 1
numidian 1
oath 4
oaths 1
obey 1
obeys 1
observant 1
of 75
off 2
offers 2
often 1
old 3
omen 1
on 16
once 2
one 1
only 12
opportunity 1
order 1
orphans 1
other 3
out 3
over 1
overseen 1
owain 13
ox 2
pagan 3
palace 2
panic 1
particular 1
party 1
path 1
patience 2
paying 1
peace 3
pendragon 2
people 1
perhaps 1
persuade 1
place 1
placed 1
planned 1
pleasure 1
plucks 1
plumes 1
plunging 1
poets 1
popular 1
portland 1
position 2
power 2
powys 9
powysian 2
powysians 1
praises 1
pregnant 2
prepares 1
presence 1
present 1
prevented 1
price 1
priest 1
priestess 1
priestesses 1
prince 5
princess 1
private 2
profit 1
promptly 1
pronounced 1
protect 2
protected 1
provokes 1
prowess 1
pursuit 1
pushed 1
quest 1
quickly 1
raiding 1
ran 1
rank 1
rape 1
rapes 1
ratae 1
reach 2
reaction 1
readies 1
ready 2
realities 1
realizes 1
rear 1
receives 1
recommence 1
recompense 1
refrains 1
refuse 1
refuses 2
refusing 2
relationship 1
released 1
religious 1
remain 1
remembers 1
reminding 1
repay 1
replies 1
represent 1
reputation 1
requests 1
rescue 1
rescues 1
resent 1
resigned 1
resists 1
resolve 1
respect 1
responds 1
responsibility 1
result 1
resumes 2
retribution 1
return 3
returning 1
returns 4
reveals 1
rewarded 1
rides 1
ring 1
roman 1
ruler 1
runs 1
rush 1
safe 1
safety 1
sagramor 2
saintmichel 1
sais 3
save 1
saved 1
saxons 2
saying 2
says 1
scar 2
scarred 1
scarring 1
screaming 1
screams 1
scroll 2
searching 1
second 1
secure 1
seeks 1
seem 1
seems 1
seen 2
sees 1
self 1
sends 3
senseless 1
serve 1
service 2
several 1
she 14
shield 1
shields 1
shore 1
shortly 2
show 1
shows 1
shrines 1
sides 1
siege 1
sign 1
signal 1
siluria 4
silurian 1
since 3
sing 1
sister 1
sit 1
situation 1
slain 1
slander 1
slaughter 1
slow 1
slowly 1
small 1
so 1
soldiers 2
son 4
south 3
southern 1
spare 1
speaking 2
speaks 1
spends 1
spring 2
start 1
still 2
sting 1
stops 1
storm 1
story 1
stronghold 1
succeed 2
sufficient 1
suggests 2
summoned 1
summons 3
supporters 1
sure 1
surrender 1
survive 1
suspects 1
swear 1
swears 2
switch 1
sword 2
swords 1
swore 1
sworn 1
symbol 1
take 3
taken 2
takes 2
taking 1
talk 1
tanaburs 2
tardy 1
tell 1
telling 1
tells 5
temper 2
tension 1
terrible 2
tewdric 6
than 2
that 51
the 154
their 10
them 4
then 14
there 3
they 11
thing 1
think 1
third 1
this 8
though 1
threatens 1
three 3
throne 3
throws 1
time 6
tin 1
tip 1
tired 1
title 2
to 117
together 1
told 1
took 1
tortures 1
toward 1
train 1
trap 3
traumatised 1
travel 1
travels 2
treacherous 1
treats 1
treaty 1
trebes 5
tries 1
tristan 3
troops 3
truth 1
turning 1
two 1
unable 1
uncanny 1
under 3
undergo 1
unions 1
unique 1
unite 1
unleash 1
until 2
unwarranted 1
up 2
uphill 1
upon 2
upset 1
uses 1
uther 8
vale 3
valerin 3
vanguard 1
vengeance 2
very 3
victory 4
volunteers 2
walk 1
wall 1
wants 1
war 10
warned 1
warns 1
warrior 2
warriors 1
was 7
wasp 1
way 1
wear 1
weird 1
wetnurse 1
when 6
where 7
whereas 1
which 10
while 3
white 1
who 9
whore 2
why 2
wife 2
will 12
wingspan 1
wins 1
wish 1
wishes 3
with 31
within 1
without 1
wits 1
wolftail 1
wolves 1
words 1
work 1
working 1
would 3
wounded 1
write 1
wydryn 3
years 3
yes 1
ynys 8
you 1
your 1
