811486
/m/03dphj
/m/03dphj
Terry Brooks
had 11
halys 1
handful 1
happen 2
has 1
have 7
havenstead 1
having 1
he 28
healer 3
healing 1
hebel 7
held 2
help 3
helped 1
her 6
hermit 1
herself 2
him 8
himself 3
his 13
history 1
hollows 5
home 2
homes 1
honest 1
hoped 1
horse 4
however 1
human 2
humanity 1
humanwave 1
hunters 1
idea 1
identical 1
if 3
immediately 1
in 28
informs 1
ingratiated 1
injure 1
injured 1
inkeeper 1
inside 1
insisted 1
into 4
is 4
it 14
its 1
jerle 1
joined 1
jokingly 1
journeyed 1
just 3
kael 1
keep 2
kill 2
killed 9
king 6
knew 4
known 1
knows 1
lands 1
last 3
laws 1
leader 1
learning 1
leave 1
left 4
let 1
library 1
lies 1
life 1
likely 1
line 2
literally 1
lives 1
locate 2
location 3
locking 1
lonely 1
long 1
lose 1
loss 1
lost 3
loved 1
made 2
magic 2
magical 1
major 1
make 1
mallenroh 4
managed 2
managing 1
manx 1
marry 1
massive 1
matted 1
matter 1
meanwhile 1
medicine 1
meet 2
members 1
mental 1
met 2
middle 1
mildly 1
miles 1
missing 1
mission 1
months 1
mor 4
morag 1
more 1
mountain 2
much 1
must 2
name 1
named 3
near 1
need 2
network 1
new 4
night 2
no 5
not 4
now 2
numbers 1
of 45
off 2
ohmsfordwho 1
old 3
on 5
once 3
one 5
only 5
or 3
other 1
out 3
outpost 2
over 3
own 1
paranor 2
parting 1
party 1
passed 1
passes 1
people 1
perk 2
pet 1
pindanon 1
place 1
point 2
positions 1
power 2
powerful 1
prepared 1
prince 1
prisoners 1
process 3
promised 2
promising 1
pursued 3
pykon 2
ran 2
rare 1
reach 1
reality 1
realized 1
realizing 1
reaper 8
rebirth 2
received 1
recognize 1
recognized 1
recovering 1
reference 1
regained 1
regroup 1
regrouped 1
remain 1
remaining 1
reminds 1
rescued 1
resided 1
resigned 1
rest 3
restored 1
retreated 3
return 3
returned 2
revealed 2
reveals 1
rider 1
rim 1
river 3
rob 1
roc 1
room 1
route 1
rover 1
rovers 4
run 3
sacrifice 1
safehold 5
safety 1
said 2
same 1
saved 1
search 1
secret 1
seed 2
seeing 1
seen 1
sends 1
servant 1
setting 1
seven 1
seventh 1
severely 1
shannara 1
she 7
sheltered 1
shortly 1
should 1
sick 1
silver 2
since 1
sister 1
sisters 2
six 1
skills 1
sleep 1
so 2
sold 1
some 1
somehow 1
soon 2
speaking 1
spell 1
spoke 1
spy 3
started 1
states 1
stationed 1
still 1
stir 1
stolen 2
stones 2
storlock 1
studies 1
successfully 1
superior 1
survived 1
survivors 1
tactics 1
take 2
takes 1
taking 1
talking 1
telling 2
terms 1
that 24
the 167
their 12
them 19
themselves 1
then 9
there 5
they 18
thieves 2
this 4
those 1
through 1
thus 1
time 3
titanic 1
to 79
together 1
told 2
too 1
took 2
touched 1
tower 1
town 1
track 1
tracked 1
transformed 1
transported 1
travel 1
traveled 2
tree 1
tried 2
troll 1
try 3
tunnels 1
twin 1
two 5
unable 1
under 1
understand 1
uniting 1
universe 1
unknown 1
unlock 1
until 2
up 2
upon 3
use 4
used 2
using 3
visited 1
waning 1
want 1
wanted 2
war 3
ward 1
warnings 1
was 27
wasnt 1
way 5
ways 1
weakening 1
weapons 1
week 1
well 2
went 4
were 8
what 2
when 3
where 5
which 1
while 3
who 10
widlerun 1
wil 34
wilderun 1
wildrun 1
wing 1
wisp 2
witch 3
with 21
within 1
without 2
wolves 2
woman 1
wood 2
worl 2
would 8
wounded 1
young 1
