871416
/m/03kbwt
/m/03kbwt
Robert A. Heinlein
1950
{"/m/06n90": "Science Fiction"}
suffer 1
suit 2
superstitions 1
supreme 1
surprise 1
survey 1
symbolic 1
symbols 1
tackle 1
tactics 1
taking 1
talons 1
tealeaves 1
teenage 1
tells 3
temporary 1
tent 3
tents 1
that 15
the 54
their 4
them 7
then 4
there 8
these 1
they 16
things 1
thinks 1
this 6
those 2
though 1
thousand 2
thriving 1
time 3
times 1
to 47
tortured 1
transfiguration 1
transformed 2
trapped 1
travel 2
trip 1
try 1
two 1
ugly 1
undine 2
unreceptive 1
unstoppable 1
unusual 1
up 2
use 3
used 2
useless 1
uses 2
usual 1
voodoo 1
wants 1
was 4
watch 1
watching 1
water 1
wellordered 1
were 2
what 4
when 2
whereupon 1
which 8
while 3
white 2
who 14
whose 1
will 2
witch 3
with 9
wonders 1
wood 1
work 10
worked 1
workers 1
working 1
works 1
world 3
worthington 1
would 1
wouldbe 1
wrong 1
years 2
young 2
