20874302
/m/0557lq8
/m/0557lq8
David Weber
elizabeth 5
eloise 1
else 2
embarks 2
embarrassment 1
empath 1
enables 2
encounters 1
ending 1
ends 2
enemies 1
engagement 1
engineer 1
engineered 3
enter 1
entirely 1
escape 1
essentially 2
established 1
evacuate 1
evacuated 1
evacuating 1
evacuation 1
even 4
events 4
evidence 1
exceed 1
exceedingly 1
expect 1
expected 1
experience 1
exploded 1
extensive 1
eye 1
fairly 1
false 1
far 4
fifteen 1
finally 1
finest 1
fire 4
fires 2
first 1
flag 1
flagship 2
flee 1
fleet 11
for 13
foraker 1
force 8
forces 5
formal 1
frame 1
freighter 1
from 8
front 1
frontier 1
frosty 1
further 2
furthermore 1
galactic 1
genetically 1
giscard 1
give 1
go 1
going 2
got 1
grounds 1
had 4
handling 1
harrington 5
has 6
have 5
haven 14
havenite 12
havenites 2
he 3
head 1
hearing 1
heavily 2
heavy 2
help 1
henke 25
her 20
herself 1
hexapuma 1
him 2
himself 2
his 8
hms 2
holmes 1
homeworld 1
honestly 1
honor 4
hospital 1
however 3
huge 1
humanely 1
if 1
ignored 1
iii 1
immediately 2
impeller 1
in 43
incident 2
incidents 2
include 1
including 3
incompetent 1
individually 1
inevitable 1
inferior 1
informed 1
initially 1
injured 1
injuries 1
inner 1
inspecting 1
inspection 1
instantly 1
instead 1
intelligence 1
intended 1
intending 1
interests 1
interlude 1
interludes 1
internally 1
interstellar 1
into 5
invading 1
investigation 1
invincible 1
invites 1
involved 1
involvement 2
involving 1
irrationally 1
is 35
island 5
it 13
its 5
itself 3
javier 1
joint 1
josef 1
just 3
keep 1
khumalo 2
killing 1
kingdom 6
knee 1
known 2
large 1
largest 1
last 1
launch 1
launches 2
leader 1
leadership 2
league 8
learns 1
leave 3
left 1
legally 1
less 2
lesser 1
lester 1
like 2
live 1
local 1
located 1
longtime 1
loses 1
loss 1
lost 1
lucrative 1
main 1
make 1
malevolent 2
man 1
manages 1
mandated 1
manipulates 1
manpower 10
manticoran 18
manticorans 2
manticore 30
many 2
marines 1
mass 1
massacre 1
masses 1
massive 2
means 1
meantime 1
meet 1
meeting 1
meets 3
merchant 2
mesa 5
mesan 7
michelle 1
military 6
minutes 1
missile 4
missiles 4
mission 1
monica 5
months 1
more 4
moriarty 3
most 2
must 2
mysterious 2
names 1
nation 4
nations 3
nature 2
naval 4
navy 5
near 1
nearcomplete 1
necessary 1
needed 1
neobarbarian 1
neutral 1
new 17
no 1
noble 1
not 7
nuclear 1
oath 1
oblivious 1
obvious 1
of 82
off 2
offensive 2
office 1
officer 4
officers 1
officially 1
ofs 3
oligarchs 1
on 22
once 1
one 12
only 2
open 1
operative 1
opportunity 1
or 3
orbit 2
orders 5
organization 2
organizes 1
originally 2
other 2
otherwise 1
out 2
outright 1
outside 1
over 1
overall 1
own 3
parole 1
paroled 1
participate 1
peace 1
peaceful 1
period 1
personally 1
personnel 1
persons 2
persuades 1
petition 1
petitioned 1
picked 1
place 6
plan 2
planet 6
planetary 1
plans 3
plebiscite 1
plot 6
pods 3
point 5
posed 1
possible 1
powerful 1
powerless 1
pows 4
practice 1
preceded 1
prejudices 1
prepare 1
presence 2
present 1
preserve 1
president 1
presumed 1
prevent 2
previously 3
prisoner 1
prisoners 3
pritchart 5
prompting 1
propelled 1
protect 1
providing 1
provoked 1
proxy 1
public 1
purpose 1
put 1
quadrant 1
qualitative 1
queen 3
quickly 2
quiet 1
rage 1
raids 1
range 1
rather 1
reader 1
ready 1
reality 1
realizes 1
really 2
recognizes 1
recognizing 2
reconcile 1
recovers 2
refuses 1
reiterating 1
rejects 1
relative 2
relatively 2
reluctant 1
remaining 2
remains 1
remarks 2
renewed 2
repair 2
republic 4
republican 1
respected 1
responsibility 1
responsible 3
restored 1
results 1
retaliation 1
retelling 1
return 1
revealed 2
reveals 1
right 1
roundtheclock 1
run 1
sacrifice 1
saganami 2
same 1
scuttles 1
second 2
secret 2
security 1
see 2
seem 1
seems 1
send 1
sends 1
senior 1
sent 3
series 1
serve 1
set 1
several 6
shadow 1
shadows 1
shannon 1
shattered 1
she 20
sherlock 1
ship 9
ships 9
shortly 1
should 1
shown 1
shuttle 2
shuttles 2
sides 1
signal 1
significantly 1
simultaneously 3
six 1
slaver 1
slaves 1
small 1
solarian 12
solarians 1
sonclones 1
sons 1
soon 1
sovereignty 1
space 3
spends 1
staff 2
stand 1
star 8
start 1
state 1
station 3
stationed 2
status 1
stealth 3
stipulation 1
stop 1
successfully 2
successor 1
suddenly 1
suffered 1
summit 1
summoned 1
super 1
support 1
surface 1
surprise 2
surreptitiously 1
surveillance 1
survive 1
sustained 1
system 12
systems 5
tactical 1
tacticians 1
take 1
taken 3
takes 4
taking 2
talbott 12
talents 1
targeted 1
team 1
technical 2
tens 2
terekhov 1
terminus 1
territory 3
than 2
that 34
the 156
their 5
theisman 5
them 8
then 2
there 2
they 4
things 3
this 10
thomas 1
thousands 2
threat 1
three 2
through 4
thus 4
time 6
times 2
titanic 1
to 67
took 1
torch 1
tourville 1
towards 3
trapping 1
travel 1
treated 2
treatment 1
tricks 1
truce 1
true 1
turn 1
turning 1
tuscan 5
tuscans 1
tuscany 7
two 2
unaware 1
uncovered 2
under 4
undetectable 1
unheard 1
unlimited 3
unmatched 1
unorthodox 1
unprepared 1
up 2
upon 3
use 1
used 1
using 3
various 1
vassal 1
vastly 1
vengeful 1
vessel 1
via 3
vice 1
viciously 1
view 2
violate 1
visited 1
wake 2
war 5
warning 3
was 4
wasted 1
wastes 1
watchful 1
way 3
weapon 2
weapons 1
weeks 1
were 1
what 1
when 2
where 4
which 9
while 1
who 5
widespread 1
will 5
wiped 1
with 22
without 1
wizard 1
work 1
wormhole 1
worse 1
yet 1
