25342827
/m/09gq9xv
/m/09gq9xv
David Weber
enemies 1
enjoin 1
enjoy 1
entire 2
equipped 1
escape 2
estates 1
even 2
examined 1
executed 2
exile 1
experts 1
explains 1
exploding 1
extreme 1
face 1
fact 2
families 3
faster 1
father 2
feels 1
fell 1
fellow 1
fight 1
fights 1
find 1
fire 1
first 1
flare 1
fleet 7
fleets 1
following 1
for 11
forbidden 1
forbidding 1
force 1
forced 2
foreign 1
formation 1
former 4
forward 1
from 6
full 1
fully 1
fund 1
gahrvai 1
galleons 2
general 1
gentle 1
germ 1
get 2
getting 1
given 3
gives 2
glacierheart 1
go 1
gorjah 4
governing 1
grand 2
greater 1
grey 1
groups 1
guards 1
guns 2
had 2
hahskans 3
half 2
handed 1
handle 1
happens 1
harbor 1
has 7
haste 1
have 2
having 1
hawuerd 1
he 18
heal 1
hearts 1
hektor 1
help 2
helpless 1
her 7
high 2
him 10
himself 4
his 25
holy 2
home 1
homeland 1
horrified 1
how 1
however 2
howsmyn 2
hurt 1
imperial 1
impressing 1
in 39
including 1
incompetent 1
increasingly 1
infiltrates 1
inflicting 1
information 2
injected 1
injuries 1
inner 1
inquisition 4
inquisitor 1
instead 1
intelligence 1
intendent 2
into 4
involvement 1
iris 1
iron 1
is 16
island 5
islands 1
issued 1
it 7
its 3
join 2
journey 1
just 4
killed 2
kills 1
king 1
know 1
known 1
koryn 1
lash 1
late 2
later 2
leaders 2
leadership 1
leads 1
leave 2
leaves 1
left 1
life 1
light 1
like 1
likely 1
little 1
loath 1
lock 6
long 1
lose 1
loss 1
losses 1
loyalists 2
madam 1
maikel 1
mainland 1
maintain 1
major 1
makes 2
manage 3
managed 2
manages 5
manchyr 3
many 1
marvels 1
master 1
meanwhile 2
medical 1
meet 1
meets 1
merchant 1
merlin 11
message 1
minds 1
mission 1
mitigate 1
modern 1
monthly 1
morale 1
more 2
most 5
mother 1
motivates 1
mountains 1
mourns 1
move 5
movements 1
moves 3
murder 1
must 2
nahrmahn 1
name 1
nanotech 1
nation 1
naval 1
navies 1
navy 1
near 1
nearly 2
necessary 1
negotiations 1
network 1
new 8
nighttime 1
nimue 1
no 2
nonetheless 1
northern 2
not 5
noticed 1
notified 1
notifies 3
now 3
occupation 2
of 57
offensive 1
olyvya 1
on 9
once 2
one 4
only 3
opens 1
operator 1
opportunity 1
oppose 1
opposition 1
or 1
order 1
orders 3
organize 1
organized 1
other 4
others 1
out 4
over 6
overwhelms 1
owl 2
own 3
pack 1
paid 1
palace 1
part 2
pasquale 1
pastoral 1
penetrate 1
people 4
place 2
plan 1
point 1
politics 1
popular 1
pose 1
position 1
possible 1
post 1
practices 1
preassure 1
predecessor 1
pregnancy 1
pregnant 1
preparing 1
present 1
prince 3
princedom 1
princess 2
privately 1
proceeds 1
progresses 1
prominent 1
protect 1
proven 1
provide 1
public 2
punishment 1
put 1
questioned 1
quite 1
rather 2
rayno 1
ready 1
rebuild 1
reflects 1
refuses 1
regarding 1
regency 2
reign 1
related 1
relents 1
reluctantly 1
reminder 1
report 2
reports 2
representative 1
researchers 1
resistance 2
respond 1
restive 1
result 1
retreat 1
return 1
revelation 1
revolt 1
rifles 1
rigor 1
risked 1
rock 1
route 1
safely 1
sailors 1
samyl 1
save 1
scenic 1
schueler 1
seal 1
secular 1
seem 1
seijin 1
send 1
sending 2
sends 2
serious 1
sermons 2
several 4
sharing 1
sharleyan 6
shattering 1
she 3
shell 1
shells 3
ships 11
shrewd 1
signal 1
silkiahan 1
since 2
single 1
sir 1
small 1
smuggling 1
snare 1
so 4
some 4
something 1
son 1
soon 1
source 1
space 1
speaking 1
spy 1
staggering 1
states 1
stay 1
staynair 3
still 2
stop 1
stroke 1
such 2
sudden 1
summoned 1
sunk 1
superiors 1
supervising 1
support 2
surprised 1
surrender 1
surviving 1
suspicions 1
swoop 1
take 2
taken 1
takes 2
taking 1
talkyra 1
tarot 3
technology 1
tellesberg 1
telling 1
tells 2
temple 7
tenth 1
terror 1
than 1
that 19
the 119
their 11
them 11
then 3
there 1
these 1
they 7
thirsk 4
this 3
those 2
though 2
threat 1
through 1
thunder 3
time 4
to 79
told 1
too 3
tortured 1
trained 1
traitor 1
traitors 1
traynair 1
treasonous 1
trials 1
tried 1
trunkloads 1
truth 2
try 1
trynair 2
turn 2
turns 1
tymahn 1
unable 1
unbeknown 1
under 3
unique 1
units 2
unobtrusively 1
unrest 1
until 2
up 1
upon 2
use 1
uses 2
very 2
vicar 1
vicars 3
viceroy 1
view 1
visit 1
wait 1
waiting 1
want 1
war 2
was 3
watch 1
watching 1
wave 3
way 2
ways 1
weapons 1
well 4
were 1
when 1
where 2
which 1
while 9
who 14
whom 2
wife 1
will 5
winter 2
wisely 1
with 24
within 2
wouldve 1
wrong 1
wylsyn 1
yet 4
zebediah 2
zhevons 2
zion 3
