4923328
/m/0cvd9t
/m/0cvd9t
Dean Koontz
pornography 1
possibly 1
pries 1
prison 1
promised 1
promises 1
proof 1
protected 1
protests 1
provide 2
pry 1
pulls 1
puts 1
questioned 1
rafferty 1
raising 1
ransom 2
realizes 1
realizing 1
really 2
receives 2
recording 1
regards 1
relationship 1
release 1
releasing 1
remain 1
remaining 1
remembering 1
reminded 2
remove 1
residence 1
rest 1
returns 1
reveal 1
revealing 1
rings 1
romanzo 1
room 5
roommate 1
rounds 1
row 1
run 1
running 1
runs 1
safe 1
sandy 1
save 3
scene 1
secret 1
secretly 1
see 1
selfinflicted 1
sense 1
sensory 1
series 1
serious 1
session 1
set 1
setup 1
she 6
shoots 2
shorted 1
shot 1
siblings 1
situation 1
sleeping 1
small 2
smeared 1
so 2
some 1
someone 1
something 3
speaking 1
speaks 1
splattered 1
spoken 1
spying 1
stack 1
staged 1
staging 1
states 1
station 1
steals 1
stigmata 1
stops 1
store 1
stories 1
story 2
street 1
subsequently 1
such 1
suggestions 1
surprised 2
surreptitiously 1
surveillance 1
suspicious 1
suv 1
taggart 12
taggert 1
take 2
takes 4
tasers 2
tell 1
telling 1
tells 6
tend 1
terms 1
that 28
the 85
their 6
them 4
then 5
therefore 1
they 4
third 1
this 7
through 1
throughout 2
ties 1
time 4
to 47
told 3
too 1
took 1
tortured 1
trachea 1
trained 1
travel 1
trust 2
trusted 1
trying 1
turnbridge 2
two 5
unconventional 1
under 1
unsure 1
untraceable 1
up 2
upon 1
use 2
verifies 1
vest 1
victim 1
views 1
vision 1
visions 3
visit 2
visits 1
voice 1
walking 1
walls 1
wants 1
was 2
watched 1
way 1
we 1
wealth 1
weapon 2
what 2
wheel 1
when 3
where 4
which 3
while 1
who 2
whom 1
wife 4
will 7
wins 1
wishes 1
with 19
without 2
witnesses 1
worked 2
works 1
worsen 1
would 2
wouldnt 1
wounds 1
wrench 3
years 1
