30834790
/m/0gfgr4f
/m/0gfgr4f
Edith Pargeter
eulogy 1
eve 3
evening 1
everyone 2
evidence 1
expecting 1
explain 1
explained 2
face 2
fact 1
families 1
fancy 1
father 8
fear 1
feast 1
fills 1
find 3
finding 1
finds 1
finished 1
first 2
fitzalan 1
fled 1
focussed 1
followed 2
for 21
forced 1
forces 1
forcing 1
foregate 2
formally 2
forward 2
found 5
free 2
fresh 1
friendly 1
friends 1
from 9
frost 2
full 1
funeral 3
garden 1
gather 1
gathered 1
get 2
giffard 10
giles 1
girl 3
girls 1
given 1
gives 1
gloucester 3
go 3
god 1
godith 1
godson 1
gone 1
good 1
got 1
grabbed 1
grandmother 1
grave 2
greeting 1
greying 1
groom 1
ground 1
guilt 1
guilty 1
had 10
hairs 1
hammet 2
hand 1
handle 1
happened 1
hard 2
hardhearted 1
harm 1
has 7
hated 1
have 1
having 1
he 36
head 1
hear 1
hears 1
heavy 1
heed 1
help 3
henry 3
her 15
herself 2
hide 1
hiding 3
him 12
himself 1
his 41
hit 1
hitting 1
hold 1
holding 1
holds 1
holy 3
home 2
hoped 2
horn 1
horse 3
hour 1
house 1
housekeeper 4
how 3
hugh 14
humorous 1
hunt 1
husband 1
identity 3
if 1
important 1
imprisonment 1
in 41
infant 5
information 1
initiates 1
injured 1
innocence 1
interest 1
into 1
investigation 3
is 23
it 7
items 2
its 1
jerome 2
jordan 1
joy 1
judged 1
judgment 1
just 2
justifies 1
killed 1
kills 1
king 9
know 1
known 1
knows 2
land 1
larger 1
later 2
laugh 1
learn 1
learned 2
learning 2
leave 1
leaving 1
led 1
left 3
legatine 1
let 2
letter 1
like 2
lines 1
little 2
live 1
loaves 1
local 3
locals 2
long 2
loudly 1
love 1
lying 1
made 1
mainly 1
major 1
make 1
malefactor 1
man 6
marching 1
market 1
married 1
matins 1
maud 3
medical 1
meet 3
meeting 4
meets 2
men 2
mercy 1
message 1
mild 1
mill 2
mind 1
minimum 1
missing 1
mission 1
mistaken 1
mistress 1
monks 1
more 1
morning 3
mother 1
motion 1
mount 1
murder 4
murderer 1
must 1
name 4
named 1
names 2
nativity 1
near 2
need 2
needed 1
needing 1
neither 1
nephew 1
next 1
night 4
ninian 20
no 6
nor 1
normandy 1
north 1
not 20
notices 1
now 8
nurse 1
nursemaid 1
of 54
offends 1
often 1
on 15
one 8
only 5
or 3
original 1
orphaned 1
other 2
others 1
ought 1
out 9
outside 1
over 1
oversteps 1
own 4
parents 1
parish 5
pass 1
past 1
pay 1
pays 1
peasant 1
penance 1
penny 1
person 2
personal 1
place 5
plan 1
plans 2
playing 1
plays 1
pleased 1
pond 3
ponders 1
possibilities 1
prayers 1
presence 1
presents 1
pressing 1
previously 1
priest 8
pronto 1
property 1
proposes 1
protests 1
proves 1
provost 1
pulled 1
purpose 1
radulfus 5
raised 1
ralph 5
ran 1
rankle 1
reach 1
reaction 1
read 1
reason 1
reasons 1
recognizes 1
recommended 1
reeled 1
refused 2
refuses 1
reinstate 1
rejection 2
rejoined 1
released 1
relieved 1
replacement 1
reply 2
reports 2
request 1
resourceful 1
response 1
rest 1
resulting 1
return 2
returning 2
returns 1
revenge 2
ride 1
righteous 1
rites 1
river 1
robert 1
rod 1
role 2
rounds 1
route 1
rules 1
safe 1
safely 1
saint 2
sanan 7
says 1
scarce 1
scene 1
scheme 1
search 1
second 2
see 4
seeking 1
seeks 1
seen 1
sees 4
sent 2
separately 1
servant 1
service 1
services 1
serving 1
set 4
share 1
she 10
sheriff 8
shortly 1
shortweighting 1
shrewsbury 2
shropshire 3
sick 2
silver 2
simpleton 1
sin 1
single 1
slip 1
small 1
so 6
some 2
someone 2
sought 2
souls 1
south 1
speaks 1
specific 1
squire 1
squires 1
staff 7
stag 1
starting 1
starts 1
stead 1
steadily 1
stepfather 1
stephen 4
steps 1
story 4
strong 1
strongest 1
such 1
suggesting 1
support 1
supporter 1
supporters 2
survive 1
suspected 1
suspicion 1
taken 3
talking 1
talks 1
task 1
teaching 1
tells 3
tended 1
tending 2
terms 2
terrified 1
than 1
that 10
thaw 1
the 158
their 4
them 3
themselves 1
then 8
these 1
they 3
thinking 1
thinks 1
this 10
three 1
thriving 1
through 1
thus 1
tide 1
time 1
to 67
together 1
told 4
tonsure 1
too 1
torold 2
town 4
trace 1
trade 2
travel 1
treated 1
treatment 1
treats 1
trip 1
true 3
truth 1
try 1
turn 1
turned 2
two 5
understand 1
unforgiven 1
unfrozen 1
uninterrupted 1
unskilled 1
until 2
up 1
upset 1
use 1
used 1
verger 1
very 1
vicar 2
view 1
violence 2
visit 1
visiting 1
visits 1
wales 1
walked 3
walking 3
walks 1
warm 1
was 20
watched 1
way 3
wearing 1
weather 1
week 1
well 3
went 1
were 1
westminster 1
when 5
where 5
which 2
while 1
who 10
whole 1
whom 1
whose 1
why 1
wife 2
will 10
willow 1
winchester 2
winifred 1
winter 1
with 27
witness 1
witnessed 1
woman 1
wore 1
work 2
works 1
workshop 3
worry 1
wounds 2
year 1
years 2
yes 1
yet 1
young 5
