24089712
/m/07k4_8h
/m/07k4_8h
Edith Pargeter
learned 2
leaves 1
led 1
left 1
letter 12
life 2
like 1
liquor 4
list 1
listens 1
locked 2
locks 2
look 1
looks 1
loose 1
lordling 1
losing 1
lot 1
love 1
lowered 1
makes 2
making 1
man 6
manners 1
manor 5
mark 2
marriage 1
married 1
master 1
matters 1
maud 2
may 1
measure 1
meeting 3
meets 1
men 5
mentions 2
merchant 5
merchants 1
missing 3
monastery 1
money 2
monks 1
months 1
more 1
morning 2
most 1
motive 1
moves 1
murder 7
murdered 2
murderer 3
murders 1
must 2
naked 2
naming 1
near 1
neatly 1
neck 2
need 1
net 2
never 3
news 1
next 1
niece 1
night 3
no 4
nobles 1
nonappearance 1
noon 1
not 11
notes 2
nothing 4
notice 1
notices 1
noting 1
novel 1
now 1
odour 1
of 68
off 1
offers 1
on 12
once 2
one 3
only 3
open 1
opening 1
opposite 1
or 2
order 1
orders 2
other 1
others 1
out 7
over 1
overdone 1
own 5
packet 1
pair 1
papers 1
parent 1
parents 1
partisans 1
parts 1
passed 1
patrons 2
percent 1
petal 1
peter 1
philip 30
piece 1
place 2
places 1
placing 1
pockets 1
points 1
powerful 1
prestcote 2
price 1
prison 2
prisoner 1
privately 1
proper 1
proprietor 1
protect 1
protests 1
provide 1
provost 2
purchased 1
pursue 1
pushes 1
questions 1
rabble 1
radulfus 6
raised 1
ranulf 5
rape 1
rapidly 1
reaching 1
realise 1
realises 1
realizes 1
reason 1
rebuilding 2
recalls 1
received 1
recently 1
recognized 1
recounts 1
regains 1
released 1
remember 1
removes 1
renewed 1
reports 1
request 1
rescue 1
rescues 1
responsibilities 1
rest 1
retrace 1
retrieve 1
retrospect 1
return 2
returned 1
returns 1
rhodri 6
right 4
rights 1
riot 2
riverbank 1
robbed 1
robert 4
robes 1
role 2
rolling 1
romantic 1
room 3
rose 2
round 1
rushes 1
safe 2
saint 1
same 1
satisfying 1
save 1
saved 1
saying 2
says 3
scapegoat 1
scars 1
scene 4
scheme 1
sealed 1
search 4
searched 2
searches 1
searching 2
second 1
secret 1
secretly 1
secured 1
see 2
seeking 2
seeks 2
seems 1
sees 1
selfish 1
sense 1
senses 1
sent 1
september 1
seriously 1
servant 1
servants 1
set 1
setting 1
several 1
share 1
she 24
sheriff 2
shotwick 4
should 1
shouts 1
show 1
shows 1
shrewsbury 2
shropshire 1
silly 1
since 1
single 2
sister 2
situation 1
small 2
smitten 1
sneak 1
so 3
sober 1
some 1
someone 3
something 2
soon 2
sorely 1
speak 1
speaks 3
specifically 1
spot 1
spread 1
spy 1
staff 1
stall 2
stalling 1
stand 1
stanton 1
stays 1
stephen 2
steps 1
still 1
stolen 2
streets 1
strikes 1
strip 1
strong 2
strongbox 2
strongholds 1
struggle 1
stumbles 2
succeed 1
such 2
summons 1
support 4
suspect 1
sussex 1
sympathetically 1
taken 1
takes 1
takings 1
talk 1
tapestries 1
tavern 3
tell 1
telling 2
tells 7
ten 1
tend 1
tended 1
tends 1
tense 1
terms 1
testimony 1
than 1
thank 1
that 26
the 159
theft 1
their 4
them 7
then 3
these 1
they 14
thieves 1
thing 1
think 1
thinking 1
thinks 2
third 1
this 5
thomas 26
those 1
threaten 1
threatens 1
threats 1
three 1
throne 1
throws 1
time 2
to 83
together 2
told 1
toll 1
tone 1
too 2
took 1
town 10
traders 1
tradespeople 1
trading 1
traitors 1
translate 1
transport 1
travel 1
treatment 1
tried 1
tries 2
trouble 1
turstan 15
twice 1
two 2
uncle 5
unconscious 2
unconsciousness 1
under 1
unescorted 1
unlikely 2
unsafe 1
unseen 1
unstable 1
until 1
up 2
urging 1
using 1
vain 1
value 2
view 1
villein 1
viper 1
visit 3
visiting 2
visits 3
walls 1
wanted 1
wants 2
war 4
warin 1
warning 1
was 9
wat 2
watchman 1
waxsealed 1
wealthy 1
wear 1
well 1
welsh 1
welshman 1
went 1
were 2
west 3
what 11
when 7
where 2
whether 1
which 2
while 3
who 12
whom 2
whose 3
wide 1
wife 2
will 4
willing 1
wine 1
wishes 1
with 25
witness 1
witnessed 1
working 1
worth 1
would 2
wound 1
wounded 1
yet 1
yields 1
young 5
