5699509
/m/0d_ty_
/m/0d_ty_
David Weber
minor 1
moderate 1
modernize 1
moment 1
months 2
moon 4
more 5
mother 2
mountains 1
mousetrap 1
much 1
mutating 1
mutineer 1
mutineers 2
named 2
nations 2
nearest 1
needed 1
nevertheless 1
new 3
news 1
next 1
nineperson 1
normal 1
not 6
note 1
notice 1
nova 2
novel 1
now 1
number 1
numerous 1
obliterates 1
obtained 1
obvious 1
oddly 1
odds 1
of 64
officer 2
official 1
omega 1
ominous 1
on 6
once 2
ones 1
only 1
opposing 1
or 3
orbital 2
orbs 1
order 3
ordering 1
other 1
otherwise 1
out 4
outer 1
overseeing 1
pacify 1
panicks 1
past 1
perhaps 1
perilous 1
perpetuated 1
personality 1
philippines 1
picking 1
pieces 1
piercing 1
plan 1
planet 5
planetary 3
planetoid 2
planetoids 3
plunge 1
point 1
political 1
poorly 1
power 1
powered 1
powerful 2
preparation 1
prepare 1
preparing 1
present 1
previous 1
previously 1
primary 1
proceed 1
programming 2
programs 1
promise 1
prospect 2
protects 1
quarantine 1
quarter 1
quest 1
quickly 1
rank 1
rapidly 1
reactivating 1
reason 1
reclaimed 1
records 1
recovers 1
regardless 1
reluctantly 1
repairing 1
replicators 1
reserve 1
resorts 1
rest 2
return 2
roughly 1
routed 1
running 1
scout 2
scouting 1
scouts 4
seats 1
second 2
seek 1
segment 1
selfdestructing 1
senior 1
sensor 1
servant 1
set 2
sets 1
seven 1
several 2
shattered 1
sheer 1
sheskar 1
shield 4
ship 1
ships 2
shortly 1
should 1
side 3
sides 1
siege 2
simply 1
simultaneously 1
slow 1
so 5
sol 2
some 4
somewhat 1
soon 1
sorkar 2
space 2
spaceships 1
species 1
speed 1
spread 1
star 1
stars 1
stasis 1
state 2
stepped 1
stop 1
straight 1
stratagem 1
strategically 1
stress 1
structure 2
stupider 1
subject 1
success 1
successful 1
successfully 3
such 2
sucked 1
sufficiently 1
suicide 1
superior 1
supernova 1
supplies 1
support 1
surprise 1
survival 1
surviving 1
system 15
tactical 1
take 1
taoling 1
tap 1
target 1
task 1
technology 2
technologyequipped 1
teleportation 1
term 1
than 3
thanks 2
that 11
the 143
their 12
them 2
then 2
there 1
they 18
this 7
thousands 1
through 3
throughout 1
time 2
timing 1
to 51
tone 1
too 1
toppedoff 1
train 1
trap 2
traps 1
troops 1
truly 1
tsien 1
tudor 1
turned 1
turns 1
two 3
tyrannical 1
unable 1
unbeknownst 1
under 2
underway 1
unexpected 1
unfortunately 1
unified 1
units 1
unremarkable 1
until 1
unusable 1
up 5
use 2
using 3
various 2
vastly 2
vessels 4
via 1
victim 1
victory 1
view 1
visit 2
vital 1
war 4
warfare 1
warheads 2
warned 1
warping 1
warship 1
warships 1
was 5
way 1
weakened 1
weapon 1
well 5
welltimed 1
what 2
where 1
which 8
while 2
whittling 1
who 1
widespread 1
wife 1
will 1
win 1
with 4
withstand 1
words 1
work 2
world 2
worlds 1
worse 1
would 3
wreckage 2
years 4
