3394973
/m/0999k7
/m/0999k7
Pierre Christin
free 2
from 7
fun 1
furutz 4
galaxity 4
game 1
garol 3
get 2
getting 1
gift 2
gifts 1
give 1
gives 1
go 1
goes 2
going 1
gone 1
good 1
gotten 1
goumon 3
governor 17
grabbed 1
gravely 1
greet 1
ground 1
grounds 2
group 1
guards 1
gun 1
had 4
halt 1
harsh 1
has 14
have 14
havent 1
having 1
hayfever 1
he 14
heading 1
heads 1
hear 1
help 2
henceforth 1
her 9
herd 2
hewhohasthegiftofmakinguglythingsbeautiful 1
hewhohasthegiftofspeakinginminds 1
high 1
him 4
himself 1
his 18
hit 1
home 1
hoping 1
horrified 1
how 2
huge 3
human 1
humans 1
hundred 1
hundreds 1
hunt 1
hunting 3
hydroponic 3
if 2
ignores 1
ill 1
illness 1
impossible 1
in 15
industrial 1
inform 1
informs 1
inhabitants 1
inhabits 1
inspection 2
instruments 1
intervenes 1
into 6
introduces 2
invites 1
is 22
it 5
its 1
jungle 3
just 1
kill 2
knew 1
known 2
lagor 4
land 2
landing 1
last 2
lasted 1
lasts 1
later 2
laughs 1
laureline 26
laws 1
lead 3
leading 1
least 1
leave 1
leaves 2
leaving 2
left 5
lies 1
life 1
lift 1
like 1
little 3
live 1
lived 1
logar 3
lot 1
magnet 1
make 2
makes 1
making 3
manages 2
match 1
maternal 1
matter 1
medical 1
men 3
message 1
middle 1
mind 1
mines 4
more 1
moves 1
moving 1
much 1
must 1
near 2
never 1
new 3
news 1
no 3
not 1
now 6
nowhere 1
occurred 1
ocean 3
of 32
off 2
offers 2
office 3
officials 1
on 20
one 1
ones 1
only 2
onto 1
open 1
opens 2
orders 3
orgal 1
original 1
other 2
out 6
outside 1
over 5
own 2
pair 1
panicked 1
paralysed 1
party 1
pass 1
passing 1
people 2
permission 1
pet 1
plan 1
planet 8
plans 1
plantations 3
plants 5
plenty 1
plunged 1
pocketknives 1
pollution 1
power 3
powers 1
prepare 1
prepares 1
present 1
pretty 1
price 1
production 2
promising 1
protective 3
prove 1
provides 1
put 2
radio 1
raging 1
ranking 1
reaching 2
rebellious 1
receives 1
reception 1
recovering 1
recovers 1
refer 1
refuses 1
reluctantly 1
rendered 2
requesting 1
reservation 3
rest 3
restricted 1
return 5
returned 1
reveals 1
right 1
rigs 1
rings 1
roam 1
round 1
salt 3
same 1
sanitary 1
say 1
says 1
sculptures 1
sea 1
see 2
separate 1
service 1
set 1
sets 1
settlers 1
several 2
shalafutpersonalitysplitter 1
she 6
shewhohasthegiftofmakingthingsmovethroughspace 1
shewhohasthegiftoftakingoverminds 1
shewhosavesfromnastybeasts 1
shield 3
shine 1
ship 2
ships 2
shore 1
shores 1
should 1
sick 2
similar 1
since 1
sirocco 1
situation 2
some 5
somehow 1
son 3
soon 2
sounded 1
spacecraft 2
spaceships 2
spacesuit 1
spacewalk 1
spatiotemporal 1
spectacular 1
split 1
spot 1
squadron 1
stabilise 1
stands 1
start 1
starvation 2
state 1
strange 1
straw 1
strikes 1
suddenly 7
surface 1
surprised 1
surrounded 1
surrounds 1
swimming 1
systems 1
systemwide 1
taken 2
takes 2
taught 1
technorog 6
technorogville 2
telekinetic 1
telepathy 1
tells 2
tentacled 1
that 22
the 146
their 20
theirs 1
them 23
there 4
they 22
this 2
thousands 1
threat 1
threatens 1
through 3
throwing 1
time 2
to 64
too 2
top 1
tour 2
towards 1
tracking 1
traditional 1
transformed 2
travelling 1
trip 2
turn 1
unable 1
under 1
unfortunately 1
unit 1
untold 1
up 6
urgent 1
used 1
using 1
valrian 29
vicious 1
voice 1
waking 1
wants 1
warns 2
water 1
way 1
ways 1
weapons 1
were 2
what 2
when 3
where 4
which 4
while 2
who 4
wife 1
will 8
winds 1
with 12
withdraw 1
wont 1
work 1
world 1
worlds 1
worse 1
worst 1
years 2
yet 1
