15203220
/m/047gprn
/m/047gprn
Jim Butcher
two 1
tyrannosaurus 2
unconscious 2
under 2
underneath 1
unit 1
university 2
until 2
up 2
upon 1
used 1
using 1
utterly 1
vanishes 2
viciously 1
victims 1
visits 1
wants 1
war 1
warded 1
warden 6
wardens 5
warns 1
was 2
wave 1
way 1
well 1
when 2
where 2
which 1
while 5
white 1
who 9
wild 4
will 4
winter 1
with 17
within 2
witnesses 1
wizards 1
wont 1
word 11
working 1
would 1
wounded 1
xian 1
year 2
yoshimo 1
zombies 6
